skill,score,digital_assign,mod,lv.mod,ht_df,order
Climbing hooks,429.34480886636186,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Climbing ropes,396.376646644542,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Climbing structures,223.18722203671845,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Clinical scales,182.7436587047435,0,Communication and interaction,Non-digital High-tech skills,Non-High-tech skills,1
Closed circuit television CCTV systems,169.0431260817031,1,Sales and merchandising,Workforce digital skills,Non-High-tech skills,1
Closed circuit television systems,65.92649009962106,1,Sales and merchandising,Workforce digital skills,Non-High-tech skills,1
Cluen,47.952371989408,1,Business and management,Non-digital High-tech skills,Non-High-tech skills,1
Coaching,123.3894886778917,0,Business and management,Non-digital High-tech skills,Non-High-tech skills,1
Code key machines,145.544325610255,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Coffee grinders,309.2449794952241,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Coil tubing units,256.3503925585821,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Coin counting machines,389.23514625662,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Coin machines,265.3242832455345,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Cold packs,243.69133847867192,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Cold rooms,272.4915656293065,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Cold saws,430.557011343929,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Collating equipment,331.1002328707994,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Colorimeters,41.30097076878743,1,Trades,Industrial modelling & geospatial skills,Non-High-tech skills,1
Combination squares,356.5414435694827,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Combustion engines,196.43343226268414,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Combustion turbines,210.2867326602348,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Comealongs,207.406332371201,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Commercial dishwashers,351.64318811344896,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Commercial dryers,299.59849721141927,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Commercial ranges,280.1504068811102,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Commercial sewing machines,435.93425751306785,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Commercial washing machines,394.49581645606605,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Communication boards,191.14624282569346,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Communication skills,211.16523311834803,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
CommunityViz,74.09197347887235,1,General office,Industrial modelling & geospatial skills,Non-High-tech skills,1
Compact excavators,160.3315378354558,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Compact tractors,237.94896925622032,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Compacting machines,396.34799964214966,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Compactors,354.08063375534846,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Company Research,177.9132883906131,0,General office,Non-digital High-tech skills,Non-High-tech skills,1
Compass software,142.4056807059405,1,General office,Workforce digital skills,Non-High-tech skills,1
Compasses,250.49839168086513,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Complaint management software,111.94366946767929,1,Business and management,Workforce digital skills,Non-High-tech skills,1
Complete Clinic,185.606205380574,1,Communication and interaction,Cybersecurity & systems infrastructure skills,Non-High-tech skills,1
Compliance software,113.73612826265803,1,Business and management,Workforce digital skills,Non-High-tech skills,1
Composite samplers,125.6520572340319,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Compost bins,351.9649967850937,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Compost turners,279.678564204772,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Composting equipment,329.44332160014693,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Compound microscopes,118.1274408862787,0,Business and management,Non-digital High-tech skills,Non-High-tech skills,1
Compound miter saws,316.14739071098103,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Compounder software,113.10479377031137,1,General office,Workforce digital skills,Non-High-tech skills,1
Compressed air systems,241.18854812252496,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Compression garments,220.1497483563495,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Compression tools,252.2517084956064,0,Business and management,Non-digital High-tech skills,Non-High-tech skills,1
Computer Assisted Diagnostic Interview CADI software,236.66355557194058,1,Sales and merchandising,Cybersecurity & systems infrastructure skills,Non-High-tech skills,1
Computer aided design and drafting CADD software,238.77023971148253,1,Trades,Workforce digital skills,Non-High-tech skills,1
Computer aided manufacturing CAM software,202.41708630572978,1,Trades,Industrial modelling & geospatial skills,Non-High-tech skills,1
Computer assisted design software,110.89429975809212,1,General office,Industrial modelling & geospatial skills,Non-High-tech skills,1
Computer assisted telephone interviewing CATI software,122.74359118966976,1,Business and management,Workforce digital skills,Non-High-tech skills,1
Computer based training software,163.496098851589,1,Business and management,Industrial modelling & geospatial skills,Non-High-tech skills,1
Computer integrated manufacturing CIM software,114.46776781090509,1,Communication and interaction,Industrial modelling & geospatial skills,Non-High-tech skills,1
Computer numerical control CNC editor software,130.7176980824594,1,Trades,Industrial modelling & geospatial skills,Non-High-tech skills,1
Computer numerical control CNC lathes,203.28884580541,1,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Computer numerical control CNC software,180.35177900840077,1,Trades,Industrial modelling & geospatial skills,Non-High-tech skills,1
Computer reservation system CRS software,176.15903174489486,1,Sales and merchandising,Workforce digital skills,Non-High-tech skills,1
Computer scanners,290.5200534795725,1,Sales and merchandising,Workforce digital skills,Non-High-tech skills,1
Computer skills,200.13396747208023,1,Sales and merchandising,Workforce digital skills,Non-High-tech skills,1
Computer terminals,270.96194979394,1,Sales and merchandising,Workforce digital skills,Non-High-tech skills,1
Computer-aided engineering CAE software,147.9086800108126,1,Business and management,Industrial modelling & geospatial skills,Non-High-tech skills,1
Computerized cash registers,111.99573502637463,1,Sales and merchandising,Workforce digital skills,Non-High-tech skills,1
Computerized electrocardiography EKG and hemodynamic monitoring systems,164.4779427744973,1,Sales and merchandising,Industrial modelling & geospatial skills,Non-High-tech skills,1
Computerized maintenance management system CMMS,183.3573730965437,1,Trades,Workforce digital skills,Non-High-tech skills,1
Computerized numerical control CNC machine software,249.79150266744023,1,Trades,Industrial modelling & geospatial skills,Non-High-tech skills,1
Computerized numerical control CNC programming software,167.6598468942167,1,Trades,Industrial modelling & geospatial skills,Non-High-tech skills,1
Computerized numerical control CNC software,181.6703197436304,1,Trades,Industrial modelling & geospatial skills,Non-High-tech skills,1
Computerized scales,351.634640194942,1,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Computerized scanners,312.153954878454,1,Sales and merchandising,Workforce digital skills,Non-High-tech skills,1
Computerized sewing machines,472.173237081437,1,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Concrete boom pumps,341.0409089095699,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Concrete chutes,398.9991560974601,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Concrete drills,360.9394662558917,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Concrete mixers,410.32925320315786,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Concrete paving machines,302.3759496795435,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Concrete pumps,326.78444773201466,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Concrete saws,415.16940342630693,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Concrete vibrators,420.79583247506184,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Conductivity meters,209.03614965298078,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Conductivity probes,74.8253893373068,1,General office,Workforce digital skills,Non-High-tech skills,1
Conduit benders,108.41894139983458,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Cone crushing equipment,324.637258599471,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Conference phones,92.25641175340934,0,General office,Non-digital High-tech skills,Non-High-tech skills,1
Conflict Management Skills,203.21977826994924,0,Business and management,Non-digital High-tech skills,Non-High-tech skills,1
Confocal microscopes,55.902593480388404,1,Trades,Workforce digital skills,Non-High-tech skills,1
Constant Contact,151.49524771348192,1,Business and management,Design & marketing skills,Non-High-tech skills,1
Contact management software,143.31389469516577,1,General office,Workforce digital skills,Non-High-tech skills,1
Contact management systems,131.03968314531403,1,Business and management,Workforce digital skills,Non-High-tech skills,1
Container ships,261.12433815971457,0,General office,Non-digital High-tech skills,Non-High-tech skills,1
Contaminated sites,116.39558119980984,0,Business and management,Non-digital High-tech skills,Non-High-tech skills,1
Content management systems CMS,102.50724762634486,1,Business and management,Design & marketing skills,Non-High-tech skills,1
Continuity meters,82.5961437551303,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Continuous Improvement,166.9607920213942,0,Business and management,Non-digital High-tech skills,Non-High-tech skills,1
Continuous miners,289.9910092751382,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Contract Central,189.63320254178174,1,Business and management,Workforce digital skills,Non-High-tech skills,1
Contract Negotiation,134.28536759149463,0,Business and management,Non-digital High-tech skills,Non-High-tech skills,1
Contract management software,145.66291804623935,1,Business and management,Workforce digital skills,Non-High-tech skills,1
Control computers,165.9530539133378,1,Trades,Cybersecurity & systems infrastructure skills,Non-High-tech skills,1
Control system software,80.96465063667885,1,Trades,Industrial modelling & geospatial skills,Non-High-tech skills,1
Conventional lathes,209.02836611275882,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Conventional spray equipment,212.96877272404274,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Conveyer belts,312.18066643543295,0,Business and management,Non-digital High-tech skills,Non-High-tech skills,1
Conveyor systems,223.62875059331373,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Conveyors,266.4847007139493,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Cooking / meals preparation,387.76611387090105,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Cooling tables,320.37429951354943,0,Communication and interaction,Non-digital High-tech skills,Non-High-tech skills,1
Cooling towers,238.47678466304308,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Coordinate geometry COGO software,70.54789174839752,1,General office,Industrial modelling & geospatial skills,Non-High-tech skills,1
Coordinate measuring machines CMM,201.04723012626283,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Coordinated incident management system CIMS software,169.33639249451156,1,General office,Workforce digital skills,Non-High-tech skills,1
Core cutters,336.0173474371342,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Core drills,403.504978959733,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Core machines,199.96662995216275,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Core-loss testers,93.2634770852699,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Corel Office,152.52586363522718,1,General office,Cybersecurity & systems infrastructure skills,Non-High-tech skills,1
Corel Office Suite,174.567175962041,1,General office,Workforce digital skills,Non-High-tech skills,1
Corel Painter,142.34424782066557,1,Business and management,Design & marketing skills,Non-High-tech skills,1
Corel Photo-Paint,112.82701767244677,1,General office,Design & marketing skills,Non-High-tech skills,1
Corel WordPerfect,162.8628478236896,1,General office,Workforce digital skills,Non-High-tech skills,1
Corel WordPerfect Office,171.0051983038975,1,General office,Workforce digital skills,Non-High-tech skills,1
Coring machines,344.40018997358294,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Corn pickers,470.766477966145,0,Communication and interaction,Non-digital High-tech skills,Non-High-tech skills,1
Corporate Law,174.92851314552868,0,General office,Non-digital High-tech skills,Non-High-tech skills,1
Cost accounting software,186.668226856282,1,General office,Workforce digital skills,Non-High-tech skills,1
Cost estimating software,144.79139005572156,1,Business and management,Workforce digital skills,Non-High-tech skills,1
Cost estimation software,205.31840854695741,1,Business and management,Workforce digital skills,Non-High-tech skills,1
Cotton candy machines,324.637258599471,0,Business and management,Non-digital High-tech skills,Non-High-tech skills,1
Counseling software,92.96176909383904,1,General office,Industrial modelling & geospatial skills,Non-High-tech skills,1
Countersinks,336.955405105207,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Crane attachments,297.58002541445734,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Crash carts,248.06319372110084,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Crawler cranes,223.48952782565746,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Crawler dozers,310.9893326835865,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Credit card machines,275.43620553290566,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Credit card processing software,131.08887511094065,1,General office,Workforce digital skills,Non-High-tech skills,1
Credit card readers,191.3551886696453,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Crescent wrenches,346.50454044810635,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Crimping lugs,296.0955358405348,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Critical Control Points (CCPs),243.79814925049374,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Critical Thinking,186.18693669264522,0,Business and management,Non-digital High-tech skills,Non-High-tech skills,1
Cross country skis,154.49928645290353,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Cross-country skis,168.19196736112033,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Crossbows,250.43281702528552,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Crow bars,348.76222568748454,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Crowbars,354.3320866269583,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Cruise ships,191.63435330429795,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Crushing machines,226.242102838863,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Crutches,386.4095322243774,0,Communication and interaction,Non-digital High-tech skills,Non-High-tech skills,1
Cryogenic freezers,207.406332371201,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Cryostats,128.50217963760994,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Cultivators,258.9131583502225,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Culture tubes,100.58966463313016,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Cummins Insite,215.9872746126472,1,Trades,Workforce digital skills,Non-High-tech skills,1
Curing equipment,202.70430893017388,0,Communication and interaction,Non-digital High-tech skills,Non-High-tech skills,1
Curing ovens,153.2828500663478,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Curing presses,277.2578482036473,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Curling irons,421.3103926789734,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Currency counters,398.85018851208457,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Current Good Manufacturing Practice (GMP/cGMP),218.5558412525789,0,Business and management,Non-digital High-tech skills,Non-High-tech skills,1
Custom orthotics,219.71671347532543,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Customer Service,234.18311131677137,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Customer account management software,84.7704955745783,1,Business and management,Workforce digital skills,Non-High-tech skills,1
Customer database software,160.82375210724842,1,General office,Workforce digital skills,Non-High-tech skills,1
Customer information databases,103.28481624128561,1,General office,Workforce digital skills,Non-High-tech skills,1
Customer relationship management CRM software,136.06518627133744,1,Business and management,Workforce digital skills,Non-High-tech skills,1
Customer service and support software,90.32429951295937,1,Communication and interaction,Cybersecurity & systems infrastructure skills,Non-High-tech skills,1
Cut resistant gloves,332.4415074915368,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Cutoff saws,322.2474779369076,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Cutter grinders,203.28884580541,0,Communication and interaction,Non-digital High-tech skills,Non-High-tech skills,1
Cutting boards,368.4677217535255,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Cutting dies,326.9329098544822,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Cutting machines,303.926544808384,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Cutting plotters,84.7704955745783,0,General office,Non-digital High-tech skills,Non-High-tech skills,1
Cutting shears,335.73559374891653,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Cutting torches,360.58290034386454,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Cuvettes,404.59988247432807,0,Communication and interaction,Non-digital High-tech skills,Non-High-tech skills,1
Cycle counting,232.9055258894628,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Cycle ergometers,276.937169765189,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Cyclone,245.12456371859332,1,Trades,Industrial modelling & geospatial skills,Non-High-tech skills,1
Cyclotrons,147.735116529867,0,Business and management,Non-digital High-tech skills,Non-High-tech skills,1
Cylindrical grinders,212.06224747742115,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Cystoscopes,207.52235614396662,0,Business and management,Non-digital High-tech skills,Non-High-tech skills,1
DHI MIKE URBAN,135.409994191981,1,Business and management,Workforce digital skills,Non-High-tech skills,1
DOE-2,68.7018275124267,1,General office,Industrial modelling & geospatial skills,Non-High-tech skills,1
Daily Manager,180.88677217988848,1,Communication and interaction,Workforce digital skills,Non-High-tech skills,1
Darbies,321.617035978585,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Darwin information typing architecture DITA,49.0308093835926,1,Business and management,Design & marketing skills,Non-High-tech skills,1
Data acquisition software,85.43882969709549,1,Trades,Industrial modelling & geospatial skills,Non-High-tech skills,1
Data entry,185.26771893154117,0,General office,Non-digital High-tech skills,Non-High-tech skills,1
Data entry software,154.1253065280934,1,General office,Workforce digital skills,Non-High-tech skills,1
Data extraction software,178.2660461435833,1,General office,Workforce digital skills,Non-High-tech skills,1
Data input software,173.9793063581267,1,General office,Workforce digital skills,Non-High-tech skills,1
Data management software,128.89845859987634,1,General office,Workforce digital skills,Non-High-tech skills,1
Data scanners,219.36295100055773,0,General office,Non-digital High-tech skills,Non-High-tech skills,1
Database application software,133.26177161532217,1,General office,Workforce digital skills,Non-High-tech skills,1
Database management software,137.0620590676185,1,General office,Workforce digital skills,Non-High-tech skills,1
Database reporting software,128.67698242283967,1,General office,Workforce digital skills,Non-High-tech skills,1
Database software,138.8983741482077,1,General office,Workforce digital skills,Non-High-tech skills,1
Databox,81.35976979830089,1,Business and management,Design & marketing skills,Non-High-tech skills,1
Datatel Colleague,157.35287895899373,1,General office,Workforce digital skills,Non-High-tech skills,1
De-icing equipment,207.406332371201,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Deacom ERP,162.7300819260535,1,Business and management,Workforce digital skills,Non-High-tech skills,1
Dead weight testers,428.417156477295,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Deburring machines,388.5178951864424,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Deburring tools,339.729557052066,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Decibel meters,31.7330803479176,1,Trades,Workforce digital skills,Non-High-tech skills,1
Decision support software,150.53189872193528,1,Communication and interaction,Workforce digital skills,Non-High-tech skills,1
Decision-Making,222.089047409713,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Deck ovens,285.36778610924,0,Business and management,Non-digital High-tech skills,Non-High-tech skills,1
Deck winches,338.99372641687756,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Decoilers,259.61948559493544,0,Business and management,Non-digital High-tech skills,Non-High-tech skills,1
Decontamination units,78.286555259002,0,Business and management,Non-digital High-tech skills,Non-High-tech skills,1
Deep freezers,255.0422277563868,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Defibrillators,180.38131828318927,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Dehumidifiers,268.46677946321654,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Dehydration equipment,196.36382353677072,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Deionizers,309.7814755977484,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Delcam,178.38048304922,1,Trades,Industrial modelling & geospatial skills,Non-High-tech skills,1
Delivery vans,352.9667782021504,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Deltek,133.89391254855136,1,General office,Workforce digital skills,Non-High-tech skills,1
Deltek Costpoint,106.08068002253341,1,General office,Workforce digital skills,Non-High-tech skills,1
Deltek Vision,124.37736135702234,1,General office,Workforce digital skills,Non-High-tech skills,1
Demagnetizing equipment,281.481863925454,0,Business and management,Non-digital High-tech skills,Non-High-tech skills,1
Demolition hammers,355.0727799951191,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Densimeters,172.8425559936433,0,Communication and interaction,Non-digital High-tech skills,Non-High-tech skills,1
Densitometers,166.9713592137828,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Dent pullers,230.804197604438,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Dental billing software,182.5256748304449,1,General office,Workforce digital skills,Non-High-tech skills,1
Dental chairs,251.4088918668333,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Dental files,307.053881758124,0,Communication and interaction,Non-digital High-tech skills,Non-High-tech skills,1
Dental lasers,267.8211396083564,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Dental office management software,195.45284027638513,1,Sales and merchandising,Workforce digital skills,Non-High-tech skills,1
Dental software,210.34110985596706,1,Sales and merchandising,Workforce digital skills,Non-High-tech skills,1
Depth gauges,221.68862332733173,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Depth micrometers,251.84415226535708,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Derrick cranes,148.2649458459412,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Derricks,321.52443065799133,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Descalers,96.99378223664365,0,General office,Non-digital High-tech skills,Non-High-tech skills,1
Desire2Learn,131.38566101139742,1,Business and management,Workforce digital skills,Non-High-tech skills,1
Desktop calculators,149.53912814006898,0,General office,Non-digital High-tech skills,Non-High-tech skills,1
Desktop publishing software,104.21813089665157,1,General office,Design & marketing skills,Non-High-tech skills,1
Desoldering tools,27.6678043230944,1,Trades,Workforce digital skills,Non-High-tech skills,1
Dexterity,313.2205785945404,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Diagnostic ultrasound equipment,218.36378639632213,0,Communication and interaction,Non-digital High-tech skills,Non-High-tech skills,1
Dial bore gauges,273.2994309342097,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Dial gauges,256.3764600952401,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Dial indicators,236.55611572390626,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Dialysis machines,266.4915580502322,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Diameter,293.13455939100237,1,Trades,Industrial modelling & geospatial skills,Non-High-tech skills,1
Diameter gauges,335.027930441424,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Diameter tapes,145.7962262121475,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Diaphragms,195.78697017507503,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Dicers,340.5216552848493,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Dictaphones,143.21152942810417,0,General office,Non-digital High-tech skills,Non-High-tech skills,1
Dictating equipment,193.8907307816599,0,General office,Non-digital High-tech skills,Non-High-tech skills,1
Dictation machines,146.46537930618643,0,General office,Non-digital High-tech skills,Non-High-tech skills,1
Dictation software,121.06527275638268,1,General office,Workforce digital skills,Non-High-tech skills,1
Die cast dies,406.109935289604,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Die casting machines,154.71157359920045,0,Business and management,Non-digital High-tech skills,Non-High-tech skills,1
Die cutting equipment,386.7083208018568,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Die cutting machines,377.7019355512011,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Die cutting presses,290.413970831213,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Die grinders,375.4230241900822,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Diesel driven generators,143.51095524914237,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Diesel engines,203.1644707921909,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Diesel motors,227.87716512828507,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Diesel powered generators,216.43390135427853,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Diffractometers,126.85402134201536,0,Business and management,Non-digital High-tech skills,Non-High-tech skills,1
Digger derricks,221.13692503225067,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Diggers,287.9733220246466,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Digital Dispatch,114.92284996466007,1,Sales and merchandising,Workforce digital skills,Non-High-tech skills,1
Digital Marketing,111.34319860838905,1,Business and management,Design & marketing skills,Non-High-tech skills,1
Digital audio workstations,115.52438538978468,1,Sales and merchandising,Design & marketing skills,Non-High-tech skills,1
Digital calipers,297.87387110789314,1,Trades,Workforce digital skills,Non-High-tech skills,1
Digital camcorders,181.612241585386,1,Sales and merchandising,Design & marketing skills,Non-High-tech skills,1
Digital cameras,130.89984533627373,1,Sales and merchandising,Design & marketing skills,Non-High-tech skills,1
Digital copiers,175.05640555053782,1,Trades,Design & marketing skills,Non-High-tech skills,1
Digital databases,147.71597376663883,1,General office,Workforce digital skills,Non-High-tech skills,1
Digital editing systems,31.192541754638718,1,Business and management,Design & marketing skills,Non-High-tech skills,1
Digital elevation model DEM software,24.4759206798867,1,Trades,Industrial modelling & geospatial skills,Non-High-tech skills,1
Digital levels,92.73008542579635,1,Business and management,Design & marketing skills,Non-High-tech skills,1
Digital mapping software,142.52209485641075,1,General office,Industrial modelling & geospatial skills,Non-High-tech skills,1
Digital mixing consoles,134.1074301253574,1,Communication and interaction,Workforce digital skills,Non-High-tech skills,1
Digital multimeters,44.1696098782409,1,Trades,Software/product dev & data skills,Non-High-tech skills,1
Digital paper,147.65242232650684,1,General office,Workforce digital skills,Non-High-tech skills,1
Digital photocopiers,190.71655597266616,1,General office,Workforce digital skills,Non-High-tech skills,1
Digital printing presses,246.33518598583484,1,Trades,Design & marketing skills,Non-High-tech skills,1
Digital protractors,267.427251793837,1,Trades,Workforce digital skills,Non-High-tech skills,1
Digital readouts,183.68595087491406,1,Trades,Design & marketing skills,Non-High-tech skills,1
Digital scales,317.95943608067086,1,Trades,Workforce digital skills,Non-High-tech skills,1
Digital thermometers,144.09675311444602,1,Sales and merchandising,Workforce digital skills,Non-High-tech skills,1
Digital video editors,109.45712989566,1,Business and management,Design & marketing skills,Non-High-tech skills,1
Digital video equipment,97.88536662563124,1,Business and management,Design & marketing skills,Non-High-tech skills,1
Digital video recording equipment,362.82625529627,1,Trades,Cybersecurity & systems infrastructure skills,Non-High-tech skills,1
Digital voltmeters,55.35441043773008,1,Trades,Software/product dev & data skills,Non-High-tech skills,1
