skill,lv.mod,fg.mod,coordinate,groupName,subGroupName,count,m,IM_geo.dum
Daily Manager,1,1,154,Technologies,Document management software,399,180.88677217988848,0
Darwin information typing architecture DITA,5,4,2034,Technologies,Development environment software,3,49.0308093835926,0
Data Replication,2,3,1585,Technologies,Data base management system software,1630,31.97246758105081,0
Data acquisition software,4,2,881,Technologies,Analytical or scientific software,108,85.43882969709549,1
Data acquisition systems,4,2,835,Technologies,Analytical or scientific software,748,93.40718434136227,1
Data analysis software,5,4,1978,Technologies,Analytical or scientific software,4430,82.85638333652084,0
Data conversion software,2,3,1472,Technologies,Data conversion software,7,33.57759942024625,0
Data entry software,1,1,50,Technologies,Data base user interface and query software,621,154.1253065280934,0
Data extraction software,1,1,533,Technologies,Data mining software,26,178.2660461435833,0
Data input software,1,1,423,Technologies,Data base user interface and query software,354,173.9793063581267,0
Data loggers,1,2,750,Tools and Equipment,Information Technology and telecommunications,470,98.06251140536673,0
Data management software,1,1,106,Technologies,Data base user interface and query software,2022,128.89845859987634,0
Data mapping software,2,3,1541,Technologies,Metadata management software,7,20.556103784521937,0
Data mining software,2,3,1285,Technologies,Data mining software,157,91.99502164931832,0
Data modeling software,2,3,1382,Technologies,Metadata management software,43,31.205658384533056,0
Data reduction software,4,2,978,Technologies,Analytical or scientific software,2,NA,1
Data transfer software,3,4,1909,Technologies,Document management software,27,31.79571406433267,0
Data transformation services DTS software,2,3,1364,Technologies,Data base management system software,9,60.28846914113962,0
Data validation software,2,2,782,Technologies,Information retrieval or search software,12,46.75121254781224,0
Data visualization software,5,4,1983,Technologies,Analytical or scientific software,2566,52.99545835635258,0
Data warehouse software,2,3,1493,Technologies,Data mining software,18,116.9074340825106,0
Data warehousing software,1,3,1019,Technologies,Document management software,7,184.66212012313207,0
Database application software,1,1,422,Technologies,Data base user interface and query software,32,133.26177161532217,0
Database design software,2,3,1473,Technologies,Data base management system software,6,135.409994191981,0
Database management software,1,1,68,Technologies,Data base management system software,1169,137.0620590676185,0
Database management system DBMS,2,3,1420,Technologies,Object oriented data base management software,57,14.860969254418817,0
Database management system software,3,3,1743,Technologies,Data base management system software,56,72.81469666685815,0
Database management systems,2,3,1057,Technologies,Data base management system software,4107,41.713098287911265,0
Database reporting software,1,1,360,Technologies,Data base reporting software,8,128.67698242283967,0
Database software,1,1,8,Technologies,Data base user interface and query software,27834,138.8983741482077,0
Databox,5,4,1955,Technologies,Data base user interface and query software,26,81.35976979830089,0
Datatel Colleague,1,1,237,Technologies,Enterprise resource planning ERP software,62,157.35287895899373,0
Deacom ERP,1,1,468,Technologies,Enterprise resource planning ERP software,6,162.7300819260535,0
Debuggers,2,3,1260,Technologies,Program testing software,228,22.305365024521205,0
Debugging software,2,3,1232,Technologies,Program testing software,185,20.553360937049234,0
Decibel meters,1,1,282,Tools and Equipment,Miscellaneous or unclassified,31,31.7330803479176,0
Decision support software,1,1,453,Technologies,Expert system software,120,150.53189872193528,0
Decompilers,2,3,1543,Technologies,Compiler and decompiler software,4,NA,0
Deep learning,2,3,1577,Technologies,Artificial Intelligence,1658,64.07946841264986,0
Defect tracking software,2,3,1374,Technologies,Program testing software,60,26.32459631755963,0
Delcam,4,2,979,Technologies,Computer aided manufacturing CAM software,5,178.38048304922,1
Deltek,1,1,145,Technologies,Enterprise resource planning ERP software,999,133.89391254855136,0
Deltek Costpoint,1,1,367,Technologies,Accounting software,29,106.08068002253341,0
Deltek Vision,1,1,314,Technologies,Enterprise resource planning ERP software,407,124.37736135702234,0
Density functional theory DFT software,2,3,1429,Technologies,Analytical or scientific software,11,NA,0
Dental billing software,1,1,310,Technologies,Accounting software,28,182.5256748304449,0
Dental office management software,1,1,480,Technologies,Medical software,62,195.45284027638513,0
Dental software,1,1,91,Technologies,Medical software,3452,210.34110985596706,0
Deoxyribonucleic acid DNA sequence analysis software,6,2,1006,Technologies,Analytical or scientific software,19,86.63359478472803,0
Deployment software,2,3,1353,Technologies,Configuration management software,541,80.80605555059381,0
Design of experiments DOE software,1,1,321,Technologies,Analytical or scientific software,64,80.2851236737365,0
Design templates,2,3,1284,Tools and Equipment,Office and business operations,1697,71.58157334773908,0
Desire2Learn,1,1,240,Technologies,Computer based training software,457,131.38566101139742,0
Desktop computers,3,5,2150,Tools and Equipment,Information Technology and telecommunications,3749,130.56231665771247,0
Desktop publishing software,5,4,1977,Technologies,Desktop publishing software,2559,104.21813089665157,0
Desoldering tools,1,1,640,Tools and Equipment,Miscellaneous or unclassified,2,27.6678043230944,0
Device driver software,5,3,1886,Technologies,Device drivers or system software,20,10.39884707986411,0
Diagramming software,5,4,2042,Technologies,Pattern design software,154,58.85471583037145,0
Diameter,4,2,804,Technologies,Authentication server software,2310,293.13455939100237,1
Dictation software,1,1,134,Technologies,Voice recognition software,158,121.06527275638268,0
Digital Dispatch,1,1,330,Technologies,Mobile location based services software,38,114.92284996466007,0
Digital Marketing,5,4,1944,Occupational Skills,"Sales, marketing and communications",64720,111.34319860838905,0
Digital audio workstations,5,4,2086,Tools and Equipment,Miscellaneous or unclassified,11,115.52438538978468,0
Digital calipers,1,1,354,Tools and Equipment,Miscellaneous or unclassified,60,297.87387110789314,0
Digital camcorders,5,4,2147,Tools and Equipment,Miscellaneous or unclassified,1,181.612241585386,0
Digital cameras,5,4,1980,Tools and Equipment,Electrical and electronics,616,130.89984533627373,0
Digital copiers,5,4,2067,Tools and Equipment,Miscellaneous or unclassified,58,175.05640555053782,0
Digital databases,1,1,410,Technologies,Information retrieval or search software,207,147.71597376663883,0
Digital editing systems,5,4,1997,Tools and Equipment,Miscellaneous or unclassified,8,31.192541754638718,0
Digital elevation model DEM software,4,2,907,Technologies,Analytical or scientific software,11,24.4759206798867,1
Digital imaging software,3,4,1905,Technologies,Graphics or photo imaging software,25,125.67249908852696,0
Digital levels,5,4,2053,Tools and Equipment,Miscellaneous or unclassified,452,92.73008542579635,0
Digital mapping software,4,2,901,Technologies,Map creation software,52,142.52209485641075,1
Digital mixing consoles,1,1,571,Tools and Equipment,Miscellaneous or unclassified,12,134.1074301253574,0
Digital multimeters,2,3,1312,Tools and Equipment,Miscellaneous or unclassified,61,44.1696098782409,0
Digital panel meters,1,1,435,Tools and Equipment,Miscellaneous or unclassified,7,97.04889535916699,0
Digital paper,1,1,192,Tools and Equipment,Miscellaneous or unclassified,576,147.65242232650684,0
Digital pens,5,4,2141,Tools and Equipment,Miscellaneous or unclassified,6,66.34389894500458,0
Digital photocopiers,1,1,436,Tools and Equipment,Miscellaneous or unclassified,20,190.71655597266616,0
Digital printing presses,5,4,2056,Tools and Equipment,Miscellaneous or unclassified,64,246.33518598583484,0
Digital protractors,1,1,408,Tools and Equipment,Miscellaneous or unclassified,13,267.427251793837,0
Digital readouts,5,4,1998,Tools and Equipment,Miscellaneous or unclassified,138,183.68595087491406,0
Digital scales,1,1,445,Tools and Equipment,Miscellaneous or unclassified,66,317.95943608067086,0
Digital still cameras,3,5,2159,Tools and Equipment,Miscellaneous or unclassified,42,166.15450098657092,0
Digital thermometers,1,1,500,Tools and Equipment,Miscellaneous or unclassified,23,144.09675311444602,0
Digital video editors,5,4,2117,Tools and Equipment,Miscellaneous or unclassified,3,109.45712989566,0
Digital video equipment,5,4,2074,Tools and Equipment,Miscellaneous or unclassified,31,97.88536662563124,0
Digital video recorders,3,3,1774,Tools and Equipment,Miscellaneous or unclassified,55,80.36060887818458,0
Digital video recording equipment,3,4,1912,Tools and Equipment,Miscellaneous or unclassified,2,362.82625529627,0
Digital voltmeters,2,2,776,Tools and Equipment,Miscellaneous or unclassified,12,55.35441043773008,0
Digitizing software,1,1,277,Technologies,Optical character reader OCR or scanning software,114,228.23459871941319,0
Dimensional Data Modeling,2,3,1226,Technologies,Metadata management software,698,22.42053693279931,0
Direct motion computer numerically controlled CNC software,4,2,833,Technologies,Computer aided manufacturing CAM software,1132,181.6703197436304,1
Directory software,3,3,1797,Technologies,Data base user interface and query software,6,111.17151654643845,0
Disaster recovery software,3,3,1846,Technologies,Backup or archival software,16,39.72592955449292,0
Discrete event simulation software,4,2,921,Technologies,Analytical or scientific software,3,NA,1
Disk storage systems,3,3,1844,Tools and Equipment,Miscellaneous or unclassified,6,5.38461538461538,0
Displacement transducers,4,2,994,Tools and Equipment,Miscellaneous or unclassified,4,62.7149503418848,1
Distance meters,4,2,997,Tools and Equipment,Miscellaneous or unclassified,5,52.8882491949899,1
Distributed control system DCS,4,2,843,Technologies,Industrial control software,185,178.4794529215848,1
Distribution management system DMS,4,2,934,Technologies,Industrial control software,119,85.23860346171902,1
Django,2,3,1584,Technologies,Web platform development software,374,31.11784338301924,0
Docker,2,3,1565,Technologies,Application server software,6578,23.735629779087212,0
Document creation software,1,1,419,Technologies,Expert system software,63,82.63170168373877,0
Document imaging software,1,1,424,Technologies,Document management software,76,224.17846559401005,0
Document management system software,1,1,405,Technologies,Document management software,240,133.95603472519167,0
Domain name system DNS,3,3,1720,Technologies,Internet directory services software,86,31.75716375528764,0
Doxygen,2,3,1305,Technologies,Development environment software,29,29.449468923666345,0
Drafting software,4,1,693,Technologies,Map creation software,995,92.98229812048857,1
Drawing and drafting software,4,1,718,Technologies,Computer aided design CAD software,24,78.80689844416835,1
Drawing software,4,1,696,Technologies,Graphics or photo imaging software,1149,84.30170346781298,1
Driving simulators,1,1,293,Technologies,Computer based training software,12,106.05804889284866,0
Dropbox,1,1,603,Technologies,Document management software,1389,147.3314565786463,0
Drupal,5,4,1954,Technologies,Web platform development software,3967,80.34964656399144,0
Dynamic host configuration protocol DHCP,3,3,1812,Technologies,Administration software,54,6.545673076923073,0
Dynamic modeling software,4,4,1936,Technologies,Analytical or scientific software,5,88.6270702677514,1
Dynamic object-oriented requirements system DOORS,1,1,614,Technologies,Analytical or scientific software,14,135.409994191981,0
Dynamic positioning DP software,1,1,460,Technologies,Analytical or scientific software,17,106.01550894526308,0
E-Verify,1,1,210,Technologies,Data base user interface and query software,1915,172.02979193446683,0
EMBOSS,5,4,2044,Technologies,Analytical or scientific software,66,234.37470284248337,0
EMC Documentum,2,3,1488,Technologies,Document management software,16,100.832420068311,0
EMC NetWorker,3,3,1762,Technologies,Backup or archival software,86,35.070802750366305,0
ENSEMBL,2,3,1477,Technologies,Analytical or scientific software,17,85.86167843630372,0
EPLAN software,4,2,991,Technologies,Industrial control software,169,50.244473261148585,1
ERP software,1,1,34,Technologies,Enterprise resource planning ERP software,10754,129.1370267814803,0
ESRI ArcGIS,4,2,815,Technologies,Map creation software,1478,50.97351447156564,1
ESRI ArcGIS software,4,2,817,Technologies,Map creation software,3129,76.68099637245747,1
ESRI ArcInfo,4,2,983,Technologies,Map creation software,2,NA,1
ESRI ArcMap,4,2,868,Technologies,Map creation software,112,66.12486659016938,1
ESRI ArcSDE,4,2,950,Technologies,Application server software,5,17.38642222331335,1
ESRI ArcView,4,1,739,Technologies,Map creation software,2,126.536102511118,1
ESRI software,4,2,894,Technologies,Map creation software,307,61.18054911912579,1
ETABS,4,1,679,Technologies,Computer aided design CAD software,291,92.85796377473828,1
ETAP,4,1,689,Technologies,Analytical or scientific software,748,21.902386112186772,1
ETL,2,3,1118,Technologies,Data base reporting software,9445,13.413484780638536,0
EViews,4,2,854,Technologies,Analytical or scientific software,212,65.16297712019136,1
Eclipse IDE,2,3,1303,Technologies,Development environment software,303,14.50640558303061,0
Edgecam,4,2,895,Technologies,Computer aided design CAD and computer aided manufacturing CAM system,18,158.92202029045916,1
Editing software,5,4,1958,Technologies,Word processing software,7564,66.19685635660296,0
Educational software,3,6,2163,Technologies,Computer based training software,698,138.21171856533286,0
Eiffel,1,1,170,Technologies,Object or component oriented development software,450,295.4164189235852,0
Elasticsearch,2,3,1573,Technologies,Data base management system software,1013,21.547758637880126,0
Electronic Data Interchange EDI systems,1,1,58,Technologies,Enterprise application integration software,18151,129.09137580887253,0
Electronic common technical document eCTD software,1,1,456,Technologies,Document management software,38,104.98771997550395,0
Electronic data capture EDC software,2,3,1370,Technologies,Analytical or scientific software,189,65.76957385087412,0
Electronic data interchange EDI software,1,1,208,Technologies,Electronic mail software,353,96.72502633065842,0
Electronic design automation EDA software,2,3,1402,Technologies,Computer aided design CAD software,117,33.0841040262477,0
Electronic discovery software,1,1,249,Technologies,Analytical or scientific software,3,234.602286474516,0
Electronic distance measuring equipment,4,2,879,Tools and Equipment,Miscellaneous or unclassified,148,34.9760161744653,1
Electronic document management system EDMS,1,1,329,Technologies,Document management software,140,107.49227379878042,0
Electronic filing software,4,2,849,Technologies,Filesystem software,16,224.28018735241187,1
Electronic health record EHR software,3,2,783,Technologies,Medical software,193,152.31211352414323,0
Electronic maps,2,3,1331,Tools and Equipment,Information Technology and telecommunications,192,189.05853468469715,0
Electronic medical administration record eMAR software,1,1,298,Technologies,Medical software,60,182.37183086039587,0
Electronic medical record EMR software,4,2,808,Technologies,Medical software,2731,160.64476974322486,1
Electronic medical record EMR systems,4,2,814,Technologies,Medical software,10791,149.21408059320848,1
Electronic storage devices,3,3,1835,Tools and Equipment,Miscellaneous or unclassified,10,74.74371100194438,0
Ellucian Banner ERP,2,3,1605,Technologies,Enterprise resource planning ERP software,155,53.6963847466035,0
Ellucian Colleague,3,1,654,Technologies,Enterprise resource planning ERP software,133,131.2555498435761,0
Ellucian Degree Works,1,3,1014,Technologies,Project management software,2,NA,0
Email management software,5,1,744,Technologies,Communications server software,70,139.6767647177527,0
Email software,1,1,88,Technologies,Electronic mail software,1592,169.11123803660047,0
Embarcadero Delphi,2,3,1622,Technologies,Object or component oriented development software,2,NA,0
Emerson Ovation,4,2,927,Technologies,Industrial control software,4,NA,1
Empath,1,1,312,Technologies,Human resources software,277,189.6753765808835,0
Employee performance management system,1,1,522,Technologies,Human resources software,29,90.37138101141771,0
Employee scheduling software,1,1,554,Technologies,Calendar and scheduling software,14,155.3358395264391,0
Emulators,2,3,1307,Technologies,Operating system software,130,68.63962628321703,0
Encryption software,3,3,1768,Technologies,Transaction security and virus protection software,133,40.34951115414765,0
Energy analysis software,4,1,729,Technologies,Analytical or scientific software,5,49.1027811366385,1
Energy management system EMS,4,3,1878,Technologies,Industrial control software,64,201.90875541627483,1
EnergyPlus,4,1,712,Technologies,Analytical or scientific software,187,132.8582531573532,1
Enertia,1,1,632,Technologies,Inventory management software,2,155.6749152768395,0
Enhanced Interior Gateway Routing Protocol EIGRP,3,3,1868,Technologies,Switch or router software,1,NA,0
Enterprise JavaBeans,2,3,1083,Technologies,Web platform development software,27,9.321576249302861,0
Enterprise application integration EAI software,5,3,1884,Technologies,Enterprise application integration software,887,15.948036946546285,0
Enterprise backup systems,3,3,1748,Technologies,Backup or archival software,38,35.76574281996978,0
Enterprise content management,2,3,1188,Technologies,Web page creation and editing software,1202,75.38899130893135,0
Enterprise content management ECM software,2,3,1592,Technologies,Document management software,1168,166.62817756859613,0
Enterprise report management ERM software,1,1,449,Technologies,Document management software,34,135.4607500778088,0
Enterprise resource planning ERP software,1,1,15,Technologies,Enterprise resource planning ERP software,114630,137.9514530154629,0
Enterprise resource planning ERP system,1,1,43,Technologies,Enterprise resource planning ERP software,42324,149.76686869935807,0
Epic Systems,3,2,789,Technologies,Medical software,40,77.44227334779771,0
Epicor,1,1,118,Technologies,Enterprise resource planning ERP software,2700,146.27561527703514,0
Epicor Vantage,1,1,605,Technologies,Enterprise resource planning ERP software,7,120.34241183869844,0
Epicor Vista ERP,1,1,625,Technologies,Enterprise resource planning ERP software,4,136.12111384903375,0
Epidemiological software,4,2,972,Technologies,Analytical or scientific software,7,105.86155862239022,1
Equal employment opportunity EEO compliance software,1,1,140,Technologies,Compliance software,149,121.15226624705114,0
Estate planning software,1,1,409,Technologies,Financial analysis software,5,129.86694709492895,0
Estimating software,1,1,62,Technologies,Project management software,4478,136.9314083603541,0
EtQ Reliance,2,3,1419,Technologies,Compliance software,15,19.416876996490135,0
Ethereal,2,3,1392,Technologies,Network monitoring software,94,70.37542413144386,0
Exact MAX,3,3,1860,Technologies,Enterprise resource planning ERP software,4,135.409994191981,0
Excavator,4,2,810,Technologies,Analytical or scientific software,15873,384.2749451541902,1
Expedite departure path EDP software,3,3,1772,Technologies,Flight control software,2,NA,0
ExpenseWatch,1,1,509,Technologies,Financial analysis software,2,145.367786836407,0
Expression DNA and protein sequence software,6,2,1007,Technologies,Analytical or scientific software,5,66.2211158053487,0
Ext JS,2,3,1085,Technologies,Web platform development software,52,14.744318326239451,0
Extensometers,4,2,945,Tools and Equipment,Miscellaneous or unclassified,31,58.26577647740023,1
External hard drives,3,3,1681,Tools and Equipment,Miscellaneous or unclassified,18,44.764987473036264,0
Eye tracking systems,2,2,778,Tools and Equipment,Miscellaneous or unclassified,3,25.6494733747416,0
FANUC CNC,4,2,825,Technologies,Computer aided manufacturing CAM software,128,154.37279744230915,1
FASTA,2,3,1463,Technologies,Analytical or scientific software,6,81.7477211806972,0
FOLLOW code,1,1,292,Technologies,Development environment software,217,271.17327166209213,0
FPGA (Field programmable gate array),2,3,1196,Technologies,Computer aided design CAD software,1217,57.86358066938768,0
Facilities management software,1,1,209,Technologies,Facilities management software,159,227.58834658457104,0
Facilities planning software,4,2,968,Technologies,Computer aided design CAD software,13,108.268000187419,1
FactSage,2,3,1525,Technologies,Analytical or scientific software,18,90.03278723902535,0
Factiva,1,1,110,Technologies,Information retrieval or search software,115,166.19990216590878,0
Failure mode and effects analysis FMEA software,4,2,911,Technologies,Analytical or scientific software,45,126.62430316200454,1
Failure mode effects and criticality analysis FMECA software,3,2,793,Technologies,Analytical or scientific software,23,73.8231297922212,0
Failure modes and effects analysis FMEA software,4,2,896,Technologies,Analytical or scientific software,53,126.62430316200454,1
Failure reporting analysis and corrective action FRACAS software,4,1,734,Technologies,Analytical or scientific software,1,NA,1
Fanuc CNC software,4,2,984,Technologies,Industrial control software,375,222.09956104538855,1
FastCAM,1,1,590,Technologies,Computer aided manufacturing CAM software,2,52.8882491949899,0
Fault tree analysis FTA software,4,2,914,Technologies,Analytical or scientific software,22,30.467322797777484,1
FedEx Ship Manager,1,1,371,Technologies,Materials requirements planning logistics and supply chain software,123,220.83637353790638,0
Ferret,2,3,1479,Technologies,Analytical or scientific software,46,161.63973757367015,0
Fiber Technology,3,1,665,Technologies,Networking and telecommunications,348,144.3565549422494,0
Field computers,3,5,2160,Tools and Equipment,Miscellaneous or unclassified,24,49.72421176644047,0
File compression software,3,3,1782,Technologies,Data compression software,9,20.1241501625776,0
File management software,5,4,1979,Technologies,Document management software,3072,66.39032174895709,0
File management systems,1,1,123,Technologies,Document management software,1234,165.06902355009038,0
File servers,3,3,1692,Technologies,Operating system software,883,39.45235577276828,0
File transfer protocol FTP client software,5,4,2043,Technologies,Internet protocol IP multimedia subsystem software,15,107.40273015059631,0
File transfer protocol FTP software,5,4,2025,Technologies,Filesystem software,214,86.53598019454377,0
FileMaker Pro,1,1,278,Technologies,Data base user interface and query software,871,171.3822624320355,0
FileMon,2,3,1557,Technologies,Program testing software,1,NA,0
FileNet Content Manager,2,3,1509,Technologies,Document management software,2,3.38931297709924,0
FileNet P8,2,3,1296,Technologies,Document management software,32,23.72775917693355,0
Filmers,5,4,2119,Tools and Equipment,Miscellaneous or unclassified,2,26.4924649914461,0
Filtering devices,1,3,1020,Tools and Equipment,Miscellaneous or unclassified,1,20.1241501625776,0
Financial Competence,1,1,350,Technologies,Financial analysis software,160,126.9614506319807,0
Financial accounting software,1,1,275,Technologies,Accounting software,208,145.1018063723754,0
Financial analysis software,1,1,169,Technologies,Financial analysis software,66,130.12065930927065,0
Financial modeling software,4,4,1932,Technologies,Financial analysis software,17,100.832420068311,1
Financial planning software,1,1,122,Technologies,Financial analysis software,1150,163.43709075906682,0
Financial reporting software,1,1,258,Technologies,Accounting software,308,136.8642033374499,0
Financial statement software,1,1,421,Technologies,Accounting software,19,148.58700609454482,0
Finite element analysis FEA software,4,2,866,Technologies,Analytical or scientific software,215,65.28342697010939,1
Finite element analysis software,4,2,913,Technologies,Analytical or scientific software,29,69.89433502483742,1
Finite element method FEM software,4,2,855,Technologies,Analytical or scientific software,13,60.3412292939117,1
Firewall equipment,3,3,1793,Tools and Equipment,Miscellaneous or unclassified,20,8.82981059141862,0
Firewall software,3,3,1804,Technologies,Network security and virtual private network VPN equipment software,32,93.10251514395256,0
Fiserv,2,3,1362,Technologies,Data base user interface and query software,326,107.17484160828971,0
FitNesse,2,3,1279,Technologies,Program testing software,83,13.446931916402573,0
Flat files,2,3,1214,Tools and Equipment,Information Technology and telecommunications,435,43.840925595344046,0
Fleet management software,1,1,168,Technologies,Materials requirements planning logistics and supply chain software,448,147.24891998477662,0
Fleet management systems,1,1,147,Technologies,Materials requirements planning logistics and supply chain software,239,121.79893876816632,0
FlexBox,2,3,1588,Technologies,Web platform development software,18,11.664677897914977,0
Floor planning software,1,1,514,Technologies,Computer aided design CAD software,9,228.491037487619,0
Flow chart software,1,1,205,Technologies,Pattern design software,12,66.4704187236406,0
FlowJo,1,1,212,Technologies,Analytical or scientific software,103,63.53751295843945,0
Flowcharting software,1,1,407,Technologies,Charting software,91,154.64311968988403,0
Fluid warmers,3,3,1819,Tools and Equipment,Miscellaneous or unclassified,26,27.6678043230944,0
FluidSurveys,4,2,812,Technologies,Project management software,31,27.221395450863685,1
Fluorometers,1,1,387,Tools and Equipment,Miscellaneous or unclassified,7,50.999761708170276,0
Force plates,2,3,1529,Tools and Equipment,Miscellaneous or unclassified,17,54.65595372881738,0
Force platforms,5,4,2096,Tools and Equipment,Miscellaneous or unclassified,24,66.88917482574654,0
Force sensitive applications FSA software,3,2,796,Technologies,Analytical or scientific software,9,79.98432041784626,0
Forum One Communications ProjectSpaces,2,2,762,Technologies,Project management software,1,135.409994191981,0
Fourier transform infrared FTIR software,3,2,795,Technologies,Analytical or scientific software,8,75.37387440939054,0
FreeSurfer,2,3,1430,Technologies,Analytical or scientific software,43,83.98699287254703,0
Frequency counters,2,2,774,Tools and Equipment,Miscellaneous or unclassified,32,56.82925920838665,0
Frequency meters,1,1,283,Tools and Equipment,Miscellaneous or unclassified,47,31.7330803479176,0
Function generators,2,3,1198,Tools and Equipment,Miscellaneous or unclassified,129,24.37114121956198,0
Functional testing software,2,3,1092,Technologies,Program testing software,19,13.099300078839944,0
Fund accounting software,1,1,534,Technologies,Accounting software,27,103.65472033738756,0
G code,4,2,862,Technologies,Computer aided manufacturing CAM software,258,211.60173030646092,1
G-code,4,2,828,Technologies,Object or component oriented development software,398,243.01818633811456,1
GGY AXIS,2,3,1177,Technologies,Financial analysis software,191,28.39369386691504,0
GNU Octave,4,3,1880,Technologies,Analytical or scientific software,1,12.485549132948,1
GRESB (Green Real Estate Sustainability Benchmark),1,1,599,Occupational Skills,Environmental and social sustainability,87,69.09425146845753,0
Gas chromatograph GS software,2,3,1554,Technologies,Analytical or scientific software,17,63.422435903471545,0
Gas detection sensors,4,2,954,Tools and Equipment,Miscellaneous or unclassified,28,47.5490109348762,1
Gas kilns,3,3,1843,Tools and Equipment,Miscellaneous or unclassified,4,20.1241501625776,0
Geant4,2,3,1366,Technologies,Analytical or scientific software,17,52.31111647750996,0
Gemcom GEMS,4,1,728,Technologies,Analytical or scientific software,6,54.9593152716093,1
Gemcom Surpac,1,1,573,Technologies,Analytical or scientific software,12,51.588717922680026,0
General ledger software,1,1,225,Technologies,Accounting software,35,139.51752591193073,0
Gensuite,1,1,294,Technologies,Compliance software,150,155.57495848622582,0
Geo-Plus,4,2,1000,Technologies,Map creation software,1,149.83973079698,1
GeoDa,1,1,637,Technologies,Analytical or scientific software,1,NA,0
GeoGraphix,4,2,996,Technologies,Analytical or scientific software,8,32.34106619497118,1
GeoModel,2,3,1624,Technologies,Analytical or scientific software,2,54.9593152716093,0
Geographic information system GIS marketing software,4,2,816,Technologies,Data base user interface and query software,1599,70.23206857368272,1
Geographic information system GIS systems,4,2,803,Technologies,Map creation software,27720,127.04357729674182,1
Geometrix,1,1,352,Technologies,Materials requirements planning logistics and supply chain software,50,227.65401540169216,0
Geophones,4,1,731,Tools and Equipment,Miscellaneous or unclassified,5,11.5384001064821,1
Geriatric Depression Scale,1,1,361,Technologies,Medical software,29,204.97373587307086,0
Getting Things Done GTD software,2,3,1453,Technologies,Customer relationship management CRM software,18,24.78654585021696,0
GibbsCAM,4,2,845,Technologies,Computer aided design CAD software,103,199.64910389926087,1
Gift registry software,1,1,645,Technologies,Data base user interface and query software,1,133.997196755789,0
Git,2,3,1027,Technologies,File versioning software,36821,26.939795857648125,0
GitHub,2,3,1566,Technologies,Application server software,4039,29.594397500429515,0
Global Navigation Satellite System GNSS,4,2,956,Tools and Equipment,Miscellaneous or unclassified,11,50.43189527860695,1
Global distribution system GDS software,1,1,439,Technologies,Data base user interface and query software,138,49.584792353241944,0
Global positioning system GPS software,4,2,800,Technologies,Mobile location based services software,15054,313.4117619215957,1
Google AdWords,5,4,1970,Technologies,Sales and marketing software,5333,106.93672085979345,0
Google Analytics,5,4,1953,Technologies,Data mining software,27184,97.34288825970927,0
Google Calendar,1,1,166,Technologies,Calendar and scheduling software,2002,167.87005233630998,0
Google Chrome,1,1,213,Technologies,NA,103,127.70895242517415,0
Google Compute Engine (GCE),2,3,1580,Technologies,Application server software,180,228.1219256144278,0
Google Docs,1,1,61,Technologies,Word processing software,12538,163.77053563473424,0
Google DoubleClick,5,4,2058,Technologies,Business intelligence and data analysis software,29,106.85860574067028,0
Google Drive,1,1,60,Technologies,Office suite software,10393,161.0832735946349,0
Google Earth Pro,4,2,936,Technologies,Map creation software,55,90.28350516508364,1
Google Gmail,1,1,311,Technologies,Electronic mail software,504,152.6066722543944,0
Google Scholar,1,2,758,Technologies,Information retrieval or search software,40,67.95757543479209,0
Google Sheets,1,1,79,Technologies,Spreadsheet software,8574,144.2435558282067,0
Google SketchUp,4,4,1920,Technologies,Computer aided design CAD software,199,95.25423347473453,1
Google Slides,1,1,224,Technologies,Presentation software,1305,128.54303106546496,0
Google Video,5,4,2048,Technologies,Web page creation and editing software,77,132.06357750218658,0
Google Webmaster Tools,5,4,2021,Technologies,Web page creation and editing software,110,92.90373655863482,0
Google spreadsheet,5,1,743,Technologies,Spreadsheet software,134,131.09782447804116,0
"Governance, risk, and compliance GRC software",3,3,1730,Technologies,Compliance software,140,73.7091235135509,0
Grails,2,3,1274,Technologies,Web platform development software,180,9.188716854954695,0
GraphPad Prism,1,1,611,Technologies,Analytical or scientific software,47,74.55866580105267,0
Graphic Design,5,4,1952,Occupational Skills,Video production and computer graphics,31945,104.49171764355329,0
Graphic presentation software,5,4,2065,Technologies,Graphics or photo imaging software,17,80.04432826596907,0
Graphical user interface GUI builder software,2,3,1390,Technologies,Graphical user interface development software,67,12.721584332349016,0
Graphical user interface GUI design software,2,3,1397,Technologies,Graphical user interface development software,18,11.966635920011884,0
Graphical user interfaces GUI,2,3,1643,Technologies,Graphical user interface development software,4,3.38931297709924,0
Graphics editing software,5,4,2050,Technologies,Graphics or photo imaging software,32,103.90977268384414,0
Graphics pipelines,2,3,1408,Technologies,Graphics or photo imaging software,20,55.227823666716795,0
Graphics processing unit GPU,2,3,1476,Tools and Equipment,Miscellaneous or unclassified,8,14.101205680106952,0
Graphics software,5,4,1992,Technologies,Graphics or photo imaging software,1358,116.32125584498213,0
Graphics workstations,5,4,2091,Tools and Equipment,Miscellaneous or unclassified,20,61.06319320612175,0
Graphing software,5,4,2018,Technologies,Charting software,226,81.75223005886005,0
Grass Valley EDIUS,5,4,2106,Technologies,Video creation and editing software,8,118.38597000931,0
Greenplum Database,2,3,1542,Technologies,Data base management system software,3,7.299642787238207,0
Groovy,2,3,1195,Technologies,Web platform development software,2325,40.944314924542866,0
Groundwater Vistas,4,2,947,Technologies,Analytical or scientific software,33,54.9593152716093,1
