skill,score,digital_assign
Displacement transducers,62.7149503418848,1
Display advertising,124.56666390979565,0
Disposal units,365.0839322143265,0
Dissolved oxygen meters,106.17131114219012,0
Dissolved oxygen test kits,95.6815053652588,0
Distance meters,52.8882491949899,1
Distillation columns,181.74382934885503,0
Distillation equipment,180.01751677982963,0
Distillation systems,134.93863958684207,0
Distillation units,318.7899206076918,0
Distributed control system DCS,178.4794529215848,1
Distribution management system DMS,85.23860346171902,1
Django,31.11784338301924,1
Dock boards,368.249153904551,0
Docker,23.735629779087212,1
Document binding equipment,116.121072750304,0
Document cameras,133.27764825062215,0
Document creation software,82.63170168373877,1
Document imaging software,224.17846559401005,1
Document management system software,133.95603472519167,1
Document scanners,176.26004921096686,0
Documentation Skills,156.02761847478473,0
Dolls,197.91132228140913,0
Dolly blocks,195.679129960287,0
Domain name system DNS,31.75716375528764,1
Domestic sewing machines,322.44448684103355,0
Domestic washers,426.4236075006017,0
Dose calibrators,107.16312169226754,0
Dosimeters,169.9707570942807,0
Double deckers,244.90105713304774,0
Dough dividers,398.10388102530095,0
Dough sheeters,381.61546550020955,0
Downriggers,179.03115460106326,0
Doxygen,29.449468923666345,1
Draft gauges,207.406332371201,0
Drafting kits,80.12638205721059,0
Drafting software,92.98229812048857,1
Drafting templates,298.8241511087599,0
Drag conveyors,142.04879549271942,0
Dragline cranes,378.05870796189606,0
Draglines,308.58153481824314,0
Drain augers,387.09660149160015,0
Drain cleaning machines,428.417156477295,0
Drainage tubes,338.8976575177042,0
Drawing and drafting software,78.80689844416835,1
Drawing software,84.30170346781298,1
Dredges,323.73572880346745,0
Dress forms,188.42705876335043,0
Drift pins,341.2218669544858,0
Drill grinders,140.846745749536,0
Drill presses,247.99436847070632,0
Drink dispensers,329.10768037745675,0
Driving simulators,106.05804889284866,1
Drogues,261.4417903243451,0
Drop cloths,382.2818846175215,0
Drop hammers,321.846846670939,0
Drop tables,240.91746592447385,0
Dropbox,147.3314565786463,1
Drum rollers,407.8545856194066,0
Drum sanders,325.8485752034704,0
Drupal,80.34964656399144,1
Dry cleaning equipment,386.34433423453333,0
Dry-cleaning machines,437.576395394094,0
Drying cabinets,214.56249693534988,0
Drying ovens,286.40482020230087,0
Drying racks,326.0765140033578,0
Drywall installation,439.7729019077538,0
Drywall lifts,441.52622011261883,0
Dumbbells,295.44057447291055,0
Dust collection systems,202.13094654743279,0
Dust collectors,261.62986020336905,0
Dust mops,339.1912765848599,0
Dust suppression systems,218.38415914614697,0
Dusters,367.7117308535838,0
Dutch Language,173.06244950825072,0
Dynamic host configuration protocol DHCP,6.545673076923073,1
Dynamic message signs,145.59423453173264,0
Dynamic modeling software,88.6270702677514,1
Dynamic object-oriented requirements system DOORS,135.409994191981,1
Dynamic positioning DP software,106.01550894526308,1
Dynamometers,158.03014280999562,0
E-Verify,172.02979193446683,1
E-coat paint,222.1455601875034,0
EMBOSS,234.37470284248337,1
EMC Documentum,100.832420068311,1
EMC NetWorker,35.070802750366305,1
ENSEMBL,85.86167843630372,1
EP guidelines,141.8937385546637,0
EPLAN software,50.244473261148585,1
ERP software,129.1370267814803,1
"ESG (Envirnomental, Social and Governance)",112.90003008293745,0
ESRI ArcGIS,50.97351447156564,1
ESRI ArcGIS software,76.68099637245747,1
ESRI ArcMap,66.12486659016938,1
ESRI ArcSDE,17.38642222331335,1
ESRI ArcView,126.536102511118,1
ESRI software,61.18054911912579,1
ETABS,92.85796377473828,1
ETAP,21.902386112186772,1
ETL,13.413484780638536,1
EViews,65.16297712019136,1
Ear syringes,135.409994191981,0
Earpieces,213.15933070147634,0
Earth tampers,411.2903170263868,0
Easy Dispatch,417.143041209218,1
Echo sounders,188.24755492051415,0
Echocardiography equipment,218.938309513549,0
Eclipse IDE,14.50640558303061,1
Ecological risk assessments,140.7103515494789,0
Ecology,150.46266443409357,0
Eddy Current Testing,244.58247477040734,0
Edge banders,335.99849964137786,0
Edge finders,234.54618398736494,0
Edgecam,158.92202029045916,1
Edgers,396.770464567531,0
Editing software,66.19685635660296,1
Educational software,138.21171856533286,1
Educational toys,218.4716219763471,0
Effluent treatment systems,169.5726951229285,0
Egg gathering equipment,367.048218988094,0
Eiffel,295.4164189235852,1
Elasticsearch,21.547758637880126,1
Elbow pads,328.32274934818486,0
Electric arc furnaces,207.406332371201,0
Electric arc welding equipment,453.9147764598581,0
Electric boilers,146.88640528747325,0
Electric buffers,317.4093791576142,0
Electric fryers,423.709522195929,0
Electric grinders,346.3034049984544,0
Electric hoists,229.12351213438473,0
Electric knives,300.89401845871527,0
Electric lifts,351.0672602020455,0
Electric marking tools,296.1378514458019,0
Electric ovens,211.345221135984,0
Electric pallet jacks,324.36677657502094,0
Electric pumps,246.93440904868694,0
Electric ranges,157.25194573970902,0
Electric saws,342.0356551863904,0
Electric stoves,196.30379379431741,0
Electric submersible pumps,303.2703245575486,0
Electric trimmers,436.5875236541632,0
Electric welders,69.974194413258,1
Electric wheelchairs,183.12617975001615,0
Electrical circuit breakers,134.99761585443377,0
Electrical discharge machines EDM,294.3427633889181,0
Electrical panel boards,247.024530664078,0
Electrical repairs,196.31685312141883,0
Electrical switch gear,173.3564596826467,0
Electrical vehicles,189.93278427591648,0
Electro-hydraulic control systems,135.409994191981,0
Electrocardiogram,155.2144518438828,0
Electrometers,209.18431774067113,0
Electron microscopes,97.74471834842781,0
Electronic Data Interchange EDI systems,129.09137580887253,1
Electronic access control systems,139.92611583787922,0
Electronic cash registers,285.43965056162136,0
Electronic common technical document eCTD software,104.98771997550395,1
Electronic counters,131.31159877958368,0
Electronic data capture EDC software,65.76957385087412,1
Electronic data interchange EDI software,96.72502633065842,1
Electronic design automation EDA software,33.0841040262477,1
Electronic discovery software,234.602286474516,1
Electronic display boards,198.58456524899833,0
Electronic distance measuring equipment,34.9760161744653,1
Electronic document management system EDMS,107.49227379878042,1
Electronic filing software,224.28018735241187,1
Electronic health record EHR software,152.31211352414323,1
Electronic logging device (ELD),336.19356398580993,0
Electronic maps,189.05853468469715,1
Electronic measuring devices,200.7325541756377,0
Electronic medical administration record eMAR software,182.37183086039587,1
Electronic medical record EMR software,160.64476974322486,1
Electronic medical record EMR systems,149.21408059320848,1
Electronic scales,198.4637625426788,0
Electronic scoreboards,198.58456524899833,0
Electronic storage devices,74.74371100194438,1
Electronic thermometers,198.276774354962,0
Electronic whiteboards,174.567175962041,0
Electrophoresis equipment,93.96535541054081,0
Electrosurgical units,78.85049533265467,0
Ellipticals,232.5530719587392,0
Ellucian Banner ERP,53.6963847466035,1
Ellucian Colleague,131.2555498435761,1
Email management software,139.6767647177527,1
Email software,169.11123803660047,1
Embroidery machines,431.3869499943869,0
Emergency carts,304.5308776507469,0
Emergency diesel generators,263.345732462332,0
Emergency exit doors,412.3502197251741,0
Emergency eye wash stations,337.3449106978045,0
Emergency first aid equipment,221.78185491112984,0
Emergency generators,234.56195941009545,0
Emergency lighting,220.0086801740172,0
Emergency shower stations,116.408833691682,0
Emissions monitoring systems,122.10298381613299,0
Empath,189.6753765808835,1
Employee performance management system,90.37138101141771,1
Employee scheduling software,155.3358395264391,1
Emulators,68.63962628321703,1
Encoders,128.4746717072673,0
Encryption software,40.34951115414765,1
End mills,267.77052734006475,0
End wrenches,247.54905828551364,0
Endoscopy equipment,242.3797250595005,0
Endotracheal tubes,241.40287280671328,0
EnerGuide,142.42536715838037,0
Energy Star,169.092968191374,0
Energy analysis software,49.1027811366385,1
Energy conservation,216.5302849225386,0
Energy efficiency,185.62550696057278,0
Energy management system EMS,201.90875541627483,1
EnergyPlus,132.8582531573532,1
Enertia,155.6749152768395,1
Engine Diagnostics,225.12803903994805,0
Engine diagnostic software,207.406332371201,1
Engine lathes,220.35981240880307,0
Engineering scales,80.39549752732027,0
English language,254.5057001841221,0
Engraving machines,226.36260631461442,0
Engraving tools,417.34048295817934,0
Enterprise JavaBeans,9.321576249302861,1
Enterprise application integration EAI software,15.948036946546285,1
Enterprise backup systems,35.76574281996978,1
Enterprise content management,75.38899130893135,1
Enterprise content management ECM software,166.62817756859613,1
Enterprise report management ERM software,135.4607500778088,1
Enterprise resource planning ERP software,137.9514530154629,1
Enterprise resource planning ERP system,149.76686869935807,1
Envelope sealers,174.58983546194827,0
Envelope stuffers,203.406656945424,0
Environmental chambers,155.69712466800996,0
Environmental growth chambers,116.408833691682,0
Environmental site assessments,150.69395817161885,0
Epi-pens,186.79300085817968,0
Epic Systems,77.44227334779771,1
Epicor,146.27561527703514,1
Epicor Vantage,120.34241183869844,1
Epicor Vista ERP,136.12111384903375,1
Epidemiological software,105.86155862239022,1
Epidural catheters,198.276774354962,0
Epidural pumps,198.276774354962,0
Equal employment opportunity EEO compliance software,121.15226624705114,1
Equipment pressure gauges,428.417156477295,0
Equipment rollers,364.74133567631134,0
Equipment scales,281.01452413565494,0
Equipment trailers,322.4870010174703,0
Ergometers,276.937169765189,0
Estate planning software,129.86694709492895,1
Estimating,259.9446837614636,0
Estimating software,136.9314083603541,1
EtQ Reliance,19.416876996490135,1
Etching equipment,311.80288794669565,0
Ethereal,70.37542413144386,1
Evacuation chairs,243.47947125034838,0
Evaporators,188.09666309568374,0
Event Planning,164.13385531438664,0
Exact MAX,135.409994191981,1
Excavator,384.2749451541902,1
Excavators,331.4878307726716,0
Excitation systems,94.32224401311906,0
Exercise bikes,220.112163777998,0
Exhaust fans,270.86559835150894,0
Exhaust units,261.12154521762,0
ExpenseWatch,145.367786836407,1
Expression DNA and protein sequence software,66.2211158053487,1
Ext JS,14.744318326239451,1
Extension ladders,294.01262363613836,0
Extensometers,58.26577647740023,1
External hard drives,44.764987473036264,1
Extraction equipment,269.2382771033991,0
Extruders,286.088522158346,0
Extruding equipment,237.38863746284756,0
Extruding machines,325.8809689464669,0
Extrusion machines,312.7082376131382,0
Eye tracking systems,25.6494733747416,1
Eyewash stations,293.59354009621535,0
FANUC CNC,154.37279744230915,1
FASTA,81.7477211806972,1
FOLLOW code,271.17327166209213,1
FPGA (Field programmable gate array),57.86358066938768,1
Fabric shears,397.995116777319,0
Face masks,276.19313778856025,0
Face shields,270.77373625012973,0
Facial recognition systems,111.10117497147681,0
Facial shields,306.91602732657196,0
Facilities management software,227.58834658457104,1
Facilities planning software,108.268000187419,1
Facility Management,228.5493474633569,0
Facility maps,119.54910621163731,0
FactSage,90.03278723902535,1
Factiva,166.19990216590878,1
Fagor Lathe,203.28884580541,1
Failure Mode Effects Analysis (FMEA),82.86080362908157,0
Failure mode and effects analysis FMEA software,126.62430316200454,1
Failure mode effects and criticality analysis FMECA software,73.8231297922212,1
Failure modes and effects analysis FMEA software,126.62430316200454,1
Fall arrest harnesses,306.0898231876013,0
Fall arrest systems,290.463517448467,0
Fall protection harnesses,284.1296867121653,0
Fanuc CNC software,222.09956104538855,1
Farm tractors,302.5063275758824,0
Farm trucks,306.70303813848125,0
Fast-paced Setting,248.23704848443177,0
FastCAM,52.8882491949899,1
Fault tree analysis FTA software,30.467322797777484,1
FedEx Ship Manager,220.83637353790638,1
Feed conveyors,381.30991177553307,0
Feed wagons,194.75966013595118,0
Feeler gauges,303.22817923816854,0
Fermentation systems,306.54014269656665,0
Fermenting tanks,339.22732819423925,0
Ferret,161.63973757367015,1
Fertilizer injectors,307.0435121703486,0
Fertilizer spreaders,381.69621579500256,0
Fetal monitors,265.2702522783655,0
Fiber Technology,144.3565549422494,1
Fiberoptic bronchoscopes,223.31927588465388,0
Fids,109.31683878389728,0
Field computers,49.72421176644047,1
Field data recorders,159.31310096336918,0
Field strength meters,178.3709637068204,0
Figure skates,269.83460349377725,0
File cards,222.57383521133815,0
File compression software,20.1241501625776,1
File management software,66.39032174895709,1
File management systems,165.06902355009038,1
File servers,39.45235577276828,1
File transfer protocol FTP client software,107.40273015059631,1
File transfer protocol FTP software,86.53598019454377,1
FileMaker Pro,171.3822624320355,1
FileNet Content Manager,3.38931297709924,1
FileNet P8,23.72775917693355,1
Filing systems,176.1489203226829,0
Fillet gauges,228.79129991186068,0
Film cameras,101.94980804024374,0
Film extruders,339.56883325176403,0
Film processors,154.28144214414203,0
Filmers,26.4924649914461,1
Filter presses,140.22435715381522,0
Filter tanks,252.63375734084929,0
Filtering devices,20.1241501625776,1
Filtering equipment,225.67411330316844,0
Filtration systems,254.63176926130953,0
Financial Analysis,125.70376347955028,0
Financial Competence,126.9614506319807,1
Financial Reporting,144.67821577722728,0
Financial Risk,114.03571408908654,0
Financial accounting software,145.1018063723754,1
Financial analysis software,130.12065930927065,1
Financial modeling software,100.832420068311,1
Financial planning software,163.43709075906682,1
Financial reporting software,136.8642033374499,1
Financial statement software,148.58700609454482,1
Finger picks,256.9970766360652,0
Finishing hammers,352.47017886883333,0
Finishing mills,317.23997104109526,0
Finishing trowels,462.461315105828,0
Finite element analysis FEA software,65.28342697010939,1
Finite element analysis software,69.89433502483742,1
Finite element method FEM software,60.3412292939117,1
Fire alarm monitoring systems,210.62602124237804,0
Fire alarm systems,163.78660272120385,0
Fire blankets,210.1001639084531,0
Fire detectors,190.44372505103286,0
Fire engines,218.01489924950673,0
Fire extinguishers,259.2189977217431,0
Fire helmets,153.47212029303,0
Fire hoses,297.3875195724288,0
Fire retardant clothing,308.6749692836457,0
Fire retardant coveralls,313.3383277594899,0
Fire starters,236.51007219074233,0
Fire suppression sprinkler systems,283.8535318581669,0
Fire suppression systems,238.06230682350167,0
Fire tube boilers,358.124636074265,0
Fire vehicles,90.54904979312118,0
Firewall equipment,8.82981059141862,1
Firewall software,93.10251514395256,1
First Aid,303.43687521087753,0
First aid equipment,231.40582068595012,0
First aid kits,220.59490936848968,0
Fiserv,107.17484160828971,1
Fish feeders,114.985325818767,0
Fish finders,211.13476617270388,0
FitNesse,13.446931916402573,1
Fitness machines,269.5247317461759,0
Flail mowers,428.13860288021635,0
Flame cutters,406.8809247412641,0
Flares,250.10742262832161,0
Flaring tools,393.1014983085385,0
Flash drives,161.18401095331018,0
Flash sterilizers,198.276774354962,0
Flasks,168.7527989833152,0
Flat files,43.840925595344046,1
Flat irons,309.00900812194254,0
Flatbed scanners,161.6775394823335,0
Flatbed trailers,353.52839179282836,0
Flatbed trucks,318.4729398334154,0
Flatwork ironers,404.1268669423519,0
Fleet management software,147.24891998477662,1
Fleet management systems,121.79893876816632,1
FlexBox,11.664677897914977,1
Flexibility,246.10049131091765,0
Flexible endoscopes,224.90619014071154,0
Flexo presses,282.10463153058606,0
Flight director FD systems,135.8949516480261,0
Floor burnishers,405.13431196327195,0
Floor planning software,228.491037487619,1
Floor polishers,419.19735030812495,0
Floor sanders,263.579234843581,0
Floor scales,265.3324482912418,0
Floor scrubbing machines,423.6442746698095,0
Floor strippers,416.6353970332652,0
Floor waxers,413.0770173939043,0
Flour dusters,440.525930418545,0
Flow chart software,66.4704187236406,1
Flow control devices,188.69809732145367,0
Flow cytometers,100.61425847354671,0
Flow cytometry equipment,194.38503550611034,0
Flow gauges,345.5438238974465,0
Flow indicators,247.61922402121797,0
Flow monitoring equipment,126.21388871702432,0
Flow sensors,192.8168315722942,0
Flow transmitters,101.41257777346895,0
FlowJo,63.53751295843945,1
Flowcharting software,154.64311968988403,1
Flowmeters,182.93889945526612,0
Fluid pumps,157.85778438741858,0
Fluid warmers,27.6678043230944,1
FluidSurveys,27.221395450863685,1
Fluorescence microscopes,88.5281978313603,0
Fluorescence spectrometers,83.9585140784774,0
Fluorescent lamps,320.6336468216393,0
Fluorescent lights,333.81870275578495,0
Fluorimeters,113.844458672702,0
Fluorometers,50.999761708170276,1
Fluoroscopy units,130.126354346285,0
Flush cutters,203.61670117730065,0
Flux-cored arc welding,402.6720885647681,0
Foamers,356.79904362832747,0
Folder gluer machines,270.586923539878,0
Folder gluers,344.70380910436984,0
Food menus planning,387.25415485472337,0
Food mixers,329.1237819135986,0
Food processors,297.01655646734525,0
Food quality control,329.3279211501901,0
Food slicers,342.91950738450356,0
Food smokers,111.4654101047049,0
Food storage bins,321.5869808217813,0
Food warmers,368.01848926733277,0
Foot baths,183.37609198345748,0
Foot boards,185.1817079713531,0
Foot controls,258.7741121555049,0
Foot orthotics,246.87582377319876,0
Foot rollers,434.57355332075844,0
Footballs,108.268000187419,0
Forage harvesters,274.531504510811,0
Force plates,54.65595372881738,1
Force platforms,66.88917482574654,1
Force sensitive applications FSA software,79.98432041784626,1
Forecasting,135.26580646941355,0
Forging dies,358.0338180272987,0
Forklift trucks,292.1079374381705,0
Forklifts,302.7830226180456,0
Forktrucks,223.22317716953938,0
Forming machines,376.66705910422246,0
Forum One Communications ProjectSpaces,135.409994191981,1
Fourier transform infrared FTIR software,75.37387440939054,1
Framing squares,358.79779414861605,0
FreeSurfer,83.98699287254703,1
French language,235.8587780494359,0
Frequency counters,56.82925920838665,1
Frequency drives,110.61002949911204,0
Frequency meters,31.7330803479176,1
Fresnel prisms,223.343271005866,0
Front end loaders,383.68765130961486,0
Fuel handling systems,108.71858354535831,0
Fuel pumps,125.59691828229523,0
Fumigators,381.76225453927674,0
Function generators,24.37114121956198,1
Functional capacity evaluation FCE systems,208.48620700825316,0
Functional testing software,13.099300078839944,1
Fund accounting software,103.65472033738756,1
Fyke nets,233.7438826816421,0
G code,211.60173030646092,1
G-code,243.01818633811456,1
GGY AXIS,28.39369386691504,1
GHG emissions,100.45580173077687,0
GNU Octave,12.485549132948,1
GRESB (Green Real Estate Sustainability Benchmark),69.09425146845753,1
Gaffs,217.76915145041608,0
Gage pins,203.28884580541,0
Gamma cameras,130.126354346285,0
Gantry cranes,303.5230948575909,0
Garbage compactors,322.84986756173026,0
Garment steamers,255.73119810461043,0
Gas burners,283.11030943107346,0
Gas chromatograph GS software,63.422435903471545,1
Gas chromatographs,99.38014930945447,0
Gas chromatographs GC,281.481863925454,0
Gas chromatography equipment,95.6815053652588,0
Gas detection sensors,47.5490109348762,1
Gas detectors,252.92197558148374,0
Gas furnaces,312.6757418260326,0
Gas generators,192.59344369661946,0
Gas grills,278.8692640236894,0
Gas hedge trimmers,439.97758697526837,0
Gas kilns,20.1241501625776,1
Gas metal arc welding (GMAW),409.9141970643478,0
Gas ovens,347.6065956012603,0
Gas powered blowers,330.303798562092,0
Gas powered compressors,288.9645567786447,0
Gas powered snow blowers,207.406332371201,0
Gas pumps,116.35273267896508,0
Gas torches,335.110299872646,0
Gas tungsten arc welding,393.97278263346976,0
Gas turbine engines,189.0982414802106,0
Gas welders,207.406332371201,0
Gasoline engines,209.49936847353882,0
Geant4,52.31111647750996,1
Gear pumps,259.62087251262426,0
Gear shapers,242.356959059583,0
Gear-cutting machines,203.28884580541,0
Gemcom GEMS,54.9593152716093,1
Gemcom Surpac,51.588717922680026,1
General Ledger,147.51203624409035,0
General ledger software,139.51752591193073,1
Generally Accepted Accounting Principles (GAAP),133.10624124005838,0
Generators,195.52110718301543,0
Gensuite,155.57495848622582,1
Geo-Plus,149.83973079698,1
GeoGraphix,32.34106619497118,1
GeoModel,54.9593152716093,1
Geographic information system GIS marketing software,70.23206857368272,1
Geographic information system GIS systems,127.04357729674182,1
Geometrix,227.65401540169216,1
Geophones,11.5384001064821,1
Geriatric Depression Scale,204.97373587307086,1
Geriatric chairs,457.5902950542568,0
German language,173.1000477520548,0
Getting Things Done GTD software,24.78654585021696,1
GibbsCAM,199.64910389926087,1
Gift registry software,133.997196755789,1
Gin poles,184.5041155973262,0
Git,26.939795857648125,1
GitHub,29.594397500429515,1
Glass cutting tools,407.75091809058597,0
Glass gloves,427.718322721084,0
Glass polishers,422.8912216185725,0
Glass slides,155.94360733305646,0
Glass washers,347.8543198405063,0
Glass washing machines,263.579234843581,0
Glassware washers,152.4028428835243,0
Global Navigation Satellite System GNSS,50.43189527860695,1
Global distribution system GDS software,49.584792353241944,1
Global positioning system GPS software,313.4117619215957,1
Gloss meters,244.76668731848534,0
Glucometers,255.29116161491106,0
Glucose monitoring systems,157.280255582217,0
Glue guns,318.3000685667886,0
Glue pots,404.69628029950985,0
Go-carts,149.8601776693761,0
Goal oriented,180.21763379537376,0
Golf drivers,390.451182022018,0
Google AdWords,106.93672085979345,1
Google Analytics,97.34288825970927,1
Google Calendar,167.87005233630998,1
Google Chrome,127.70895242517415,1
Google Compute Engine (GCE),228.1219256144278,1
Google Docs,163.77053563473424,1
Google DoubleClick,106.85860574067028,1
Google Drive,161.0832735946349,1
Google Earth Pro,90.28350516508364,1
Google Gmail,152.6066722543944,1
Google Scholar,67.95757543479209,1
Google Sheets,144.2435558282067,1
Google SketchUp,95.25423347473453,1
Google Slides,128.54303106546496,1
Google Video,132.06357750218658,1
Google Webmaster Tools,92.90373655863482,1
Google spreadsheet,131.09782447804116,1
"Governance, risk, and compliance GRC software",73.7091235135509,1
Gradalls,428.43720888758753,0
Graduated cylinders,311.90222477478426,0
Grails,9.188716854954695,1
Grain augers,307.57995578959213,0
Grain dryers,318.5871930452165,0
Grain trucks,315.028016562566,0
Grand pianos,228.8490415703107,0
Grant Writing,119.64793998501702,0
GraphPad Prism,74.55866580105267,1
Graphic Design,104.49171764355329,1
Graphic presentation software,80.04432826596907,1
Graphical user interface GUI builder software,12.721584332349016,1
Graphical user interface GUI design software,11.966635920011884,1
Graphical user interfaces GUI,3.38931297709924,1
Graphics editing software,103.90977268384414,1
Graphics pipelines,55.227823666716795,1
Graphics processing unit GPU,14.101205680106952,1
Graphics software,116.32125584498213,1
Graphics workstations,61.06319320612175,1
Graphing software,81.75223005886005,1
Grapple skidders,491.836974307721,0
Grapple trucks,339.46814422890253,0
Grapple yarders,178.976071292924,0
Graspers,258.8528910636646,0
Grass Valley EDIUS,118.38597000931,1
Graters,350.1579211291682,0
Gravers,405.90102511219254,0
Gravure presses,288.65911137201374,0
Grease fittings,246.19050964034804,0
Grease guns,276.47771097239655,0
Greek Language,284.4708467153506,0
Green Globes,100.59218342104515,0
Green energy,165.2947644641389,0
Greenhouse climate control systems,460.393224948663,0
Greenplum Database,7.299642787238207,1
Greens mowers,434.5075315490026,0
Griddles,382.8666824721491,0
Grinder machines,335.37151190424544,0
Grinding equipment,269.3142395792409,0
Grinding machines,372.61802669816126,0
Grinding mills,311.99067940798534,0
Grinding stones,359.22735129730484,0
Grit separators,308.94895818348976,0
Grooming tables,388.9204797927378,0
Groovy,40.944314924542866,1
Ground penetrating radar GPR,149.7145736719883,0
Ground penetrating radar GPR systems,148.8715147436222,0
Ground straps,311.9208907423401,0
Ground throw switches,205.22420729453418,0
Grounding cables,307.70887167610806,0
Grounding equipment,239.36380936224288,0
Groundwater Vistas,54.9593152716093,1
GroupWise,205.01723792699826,1
Grout pumps,281.7904086853864,0
Grouting machines,415.06345198040435,0
Grow lights,260.6902429521529,0
Growlers,319.2983231863716,0
Growth chambers,162.87491615966175,0
Guidewires,228.5885624588246,0
Guillotine cutters,251.3001680855547,0
Guillotine paper cutters,108.408557894248,0
Guillotines,310.5233903776926,0
Gurneys,365.848337301783,0
Gyratory crushers,227.01452375627517,0
Gyrocompasses,52.022920338769666,1
Gyroscopes,58.429209532100074,1
HCSS HeavyBid,82.84712740645035,1
HCSS HeavyJob,102.70690773278432,1
HDL (Hardware description language),187.94040346322046,1
HEC RAS,105.67054329083189,1
HEC-HMS,92.63679497141987,1
HEC-RAS,96.81973130509705,1
HMS,220.66970029451542,1
HOMAG WoodWOP,243.1916839393839,1
HP DataProtector,112.76070500555504,1
HP Fortify,91.09716709605516,1
HP Trim,61.100592893861,1
HP WebInspect,40.33940214292842,1
HRMDirect,260.14006394373047,1
HTML  (Hypertext markup language),15.983045383121775,1
HTML5,24.901746227123105,1
HVAC,239.8629517199131,0
HVAC Equipment,249.34030557205645,0
HYPACK HYSWEEP,54.396788114697046,1
Hacksaws,335.856879731429,0
Hair brushes,362.2968256738285,0
Hair clips,373.6316447559164,0
Half-face respirators,193.824340919217,0
Hammer drills,344.6321298487506,0
Hammer pliers,327.2694340603528,0
Hammer staplers,370.720547853919,0
Hammermills,311.931734005561,0
Hand augers,145.96017082621856,0
Hand benders,347.8473736293504,0
Hand drills,316.949033831808,0
Hand files,365.031573521873,0
Hand grips,190.69135670172977,0
Hand jacks,291.2902678670442,0
Hand levels,187.79742649676135,0
Hand lines,274.8901690917387,0
Hand mixers,368.2073474852938,0
Hand pruners,422.46904821407037,0
Hand rakes,436.33895279279966,0
Hand scanners,347.2902123253135,0
Hand scrapers,375.55031409252865,0
Hand shears,409.0979835562986,0
Hand sprayers,276.6912744622716,0
Hand spreaders,399.0929407483344,0
Hand stamps,371.8968966575511,0
Hand tongs,302.93875449240653,0
Hand torches,382.5447107788244,0
Hand trowels,331.00981406377963,0
Hand trucks,314.65321701383533,0
Hand weights,314.08516184372354,0
Hand wheels,421.3714011557555,0
Hand-eye co-ordination,341.0159007714504,0
Hand-held radios,162.12748858998032,0
Handcarts,360.1996506401133,0
Handguns,186.17860600747468,0
Handheld grinders,287.7339853025526,0
Handheld scanners,285.0774911982841,0
Handheld spray guns,386.5593620321664,0
Handling heavy loads,319.32860561110783,0
Handsaws,370.5471153510009,0
Handtrucks,365.7006160541844,0
Hardness testers,268.15446423578396,0
Hardware-in-the-loop HIL simulation software,134.63641059602824,1
Harrows,307.1584153071804,0
HashiCorp Vagrant,11.5384001064821,1
Haskell,123.6790277879253,1
Hatchets,431.95887889034464,0
Hatching trays,367.048218988094,0
Haybines,310.3223555524134,0
Hazard Analysis Critical Control Point (HACCP),282.8190734419517,0
Hazardous material packaging,130.0765627577016,0
Hazardous materials,310.4999436832622,0
Hazardous materials management HMS software,90.25943348023716,1
Headgear,356.2835105605467,0
Headlamps,207.49652990100174,0
Healthcare common procedure coding system HCPCS,224.5841132903002,1
Healthcare management system,109.45712989566,1
Hearing aid analyzers,206.7990006735305,0
Hearing protectors,293.2433573668373,0
Hearing test equipment,124.717518910843,0
Hearses,317.84501191203674,0
Heart monitors,177.45543699669517,0
Heart rate monitors,219.2952822944471,0
Hearth ovens,408.612310937916,0
Heat exchanger systems,380.593607532345,0
Heat exchangers,275.162135592921,0
Heat guns,257.93399416058116,0
Heat lamps,383.14124175045697,0
Heat pumps,244.0491269684419,0
Heat recovery steam generators,232.60372170847967,0
Heat resistant gloves,239.935985848727,0
Heat treaters,273.9594924237804,0
Heat treating furnaces,270.3810887292419,0
Heat treatment furnaces,263.1256670922114,0
Heating boilers,252.84068005625807,0
Heating coils,323.0833657414201,0
Hedge clippers,424.23634249404637,0
Hedge shears,321.19545739206586,0
Height gauges,232.71099144997572,0
Help desk software,40.05351463705881,1
Hematology analyzers,146.1939841571768,0
Hemostats,153.47212029303,0
Hewlett Packard HP Project Portfolio Management Solution,135.409994191981,1
Hewlett Packard LoadRunner,10.646431297709924,1
Hex keys,273.1803811548157,0
Hexagon Intergraph,86.31119605859381,1
Hi-rail vehicles,240.974970555923,0
Hibernate ORM,7.007069203853398,1
High pressure water hoses,325.106647918485,0
High speed buffers,439.21756504113364,0
High throughput screening HTS systems,117.6729565736665,0
High vacuum equipment,10.1726057906459,1
Highway Traffic Act,317.56855552447104,0
Hockey skates,340.8039069345913,0
Hockey sticks,228.84247199878283,0
Hoisting devices,297.6348545644118,0
Hoisting equipment,423.5586708067202,0
Hoists,278.3911256187064,0
Holding jigs,213.0415958287256,0
Holding tools,339.06962806789403,0
Hole punchers,257.3818935452934,0
Hole saws,286.7701375121875,0
Holsters,244.24805086285718,0
Holter monitors,118.73117681724199,0
Homogenizers,205.1931441712839,0
Hones,229.68092166157436,0
Honeypot,204.75264099177565,1
Honing machines,226.65006864120932,0
Honing stones,257.63016409158917,0
Hootsuite,131.2695733252315,1
Horizontal band saws,363.9055356724557,0
Horizontal boring machines,203.87705817195157,0
Horizontal mills,208.25630666034544,0
Horse saddles,114.985325818767,0
Horse trailers,227.34012314708232,0
Hortonworks,23.729272874865543,1
Hot air ovens,223.215297026068,0
