name,subGroupName,mod,digital_assign.x,lv.mod,2016,2017,2018,2019,2020,count_2021,2022,2023,growth,cagr,score,digital_assign.y
Testing software,Analytical or scientific software,High-tech,1,Software/product dev & data skills,125,375,720,749,380,500,873,327,-0.3324432576769025,-0.18295854308174941,64.44961376752656,1
The Open Group Architecture Framework (TOGAF),Software and web development,High-tech,1,Software/product dev & data skills,342,768,1470,1517,740,1023,1052,394,-0.3256427158866183,-0.17880740132817707,39.087945643971494,1
Three-dimensional 3D computer aided design CAD software,Computer aided design CAD software,High-tech,1,Industrial modelling & geospatial software skills,52,138,264,237,111,176,220,84,-0.25738396624472576,-0.13824827603579792,75.15141329521794,1
Tivoli,Access software,High-tech,1,Cybersecurity & system infrastructure skills,109,215,663,224,90,146,160,64,-0.3482142857142857,-0.19266753175304885,87.89124595726595,1
Toggles,Mechanical and plumbing,High-tech,1,Cybersecurity & system infrastructure skills,125,33,705,570,328,542,866,356,-0.04912280701754386,-0.024870678841797833,64.04799587735879,1
Training software,Computer based training software,High-tech,1,Industrial modelling & geospatial software skills,19,124,509,485,329,728,1279,514,0.5010309278350515,0.22516567362746964,124.0130196773349,1
Transact-SQL,Data base user interface and query software,High-tech,1,Software/product dev & data skills,618,1526,884,978,324,167,1005,507,-0.8292433537832311,-0.5867728878488623,22.045832246080085,1
Transmission Control Protocol/Internet Protocol (TCP/IP),Switch or router software,High-tech,1,Cybersecurity & system infrastructure skills,965,2874,3997,3726,1878,2366,2752,995,-0.36500268384326356,-0.2031328114693538,33.51883304637434,1
Transmitters,Information Technology and telecommunications,Trades,1,Industrial modelling & geospatial software skills,52,228,504,570,266,386,726,298,-0.32280701754385965,-0.177082639351836,162.1136971033175,1
Transportation management system TMS software,Mobile location based services software,Business and management,1,Workforce digital skills,81,252,451,400,332,471,742,290,0.1775,0.08512672071053529,110.69532402780355,1
Troubleshooting software,Analytical or scientific software,High-tech,1,Cybersecurity & system infrastructure skills,44,151,339,361,180,341,436,158,-0.055401662049861494,-0.02809550986213749,52.80995214314402,1
Truckmate,Materials requirements planning logistics and supply chain software,General office,1,Workforce digital skills,57,174,422,470,332,427,662,259,-0.09148936170212765,-0.046841755898910375,128.19258710905257,1
UML (Unified Modeling Language),Requirements analysis and system architecture software,High-tech,1,Software/product dev & data skills,724,1723,3593,2318,857,1161,1073,336,-0.499137187230371,-0.29228338102766804,54.86849847842837,1
UNIX,Operating system software,High-tech,1,Software/product dev & data skills,3937,9582,14967,12325,6211,7596,7516,2440,-0.38369168356997974,-0.2149469340038087,32.050624055314266,1
Ubuntu,Operating system software,High-tech,1,Software/product dev & data skills,209,614,1198,1155,563,773,991,278,-0.3307359307359307,-0.18191438757054945,66.45745296173833,1
User Acceptance Testing,Quality management,High-tech,1,Software/product dev & data skills,1498,3946,6411,5994,3505,5369,6566,2595,-0.10427093760427093,-0.0535703605678185,53.9427951346211,1
User Datagram Protocol (UDP),Switch or router software,High-tech,1,Software/product dev & data skills,56,337,793,740,278,294,338,78,-0.6027027027027027,-0.36968476355295254,27.223436368093214,1
User Interface Design,Software and web development,High-tech,1,Software/product dev & data skills,6380,10816,18681,21111,10333,16123,19028,3783,-0.2362749277627777,-0.12608634737908897,105.85510448475502,1
VHDL (Very high-speed integrated circuit hardware description language),Development environment software,High-tech,1,Software/product dev & data skills,68,271,464,428,111,154,116,48,-0.6401869158878505,-0.400155783463615,60.27644460854003,1
VMWare,Configuration management software,High-tech,1,Cybersecurity & system infrastructure skills,1487,4297,9028,8558,5078,6552,7612,2488,-0.23440056087870997,-0.12501460633831718,36.64398469777576,1
Value Analysis,Analytical or scientific software,Business and management,1,Workforce digital skills,89,212,475,599,309,478,710,263,-0.2020033388981636,-0.10669341147518874,105.77176856532157,1
Velvet,Analytical or scientific software,Sales and merchandising,1,Design & marketing skills,36,62,187,198,107,116,186,125,-0.41414141414141414,-0.23458600361726734,397.31235050794635,1
Verilog,Development environment software,High-tech,1,Software/product dev & data skills,84,385,722,613,198,166,184,128,-0.7292006525285482,-0.4796161537178043,46.09367235814476,1
Version control software,File versioning software,High-tech,1,Software/product dev & data skills,34,121,194,222,118,139,132,39,-0.3738738738738739,-0.20871868079290146,36.386498632468374,1
Very high frequency VHF radio communication systems,Information Technology and telecommunications,High-tech,1,Cybersecurity & system infrastructure skills,10,41,106,140,71,129,267,144,-0.07857142857142857,-0.04008928986672344,186.6784133746063,1
Video Editing,Video production and computer graphics,Business and management,1,Design & marketing skills,292,1019,2373,2690,2128,3242,4775,2224,0.20520446096654274,0.09781804547317519,97.88551732826448,1
Video Production,Video production and computer graphics,Business and management,1,Design & marketing skills,333,791,1802,2010,1474,2155,2904,1247,0.07213930348258707,0.03544159829639204,93.66158073423588,1
Video editing software,Video creation and editing software,Business and management,1,Design & marketing skills,59,211,324,364,293,522,705,348,0.4340659340659341,0.19752492001875854,98.94847282635335,1
Video game consoles,Computer Games,High-tech,1,Software/product dev & data skills,5,412,801,162,61,112,183,44,-0.30864197530864196,-0.1685205807169019,134.05522769532314,1
Virtual private networking VPN software,Network security and virtual private network VPN equipment software,High-tech,1,Cybersecurity & system infrastructure skills,62,212,261,262,161,267,294,121,0.019083969465648856,0.009496889279827725,31.192841964759175,1
Voice over internet protocol VoIP systems,Networking and telecommunications,High-tech,1,Cybersecurity & system infrastructure skills,960,2109,3649,3256,2029,2695,3468,1244,-0.17229729729729729,-0.09021832140743635,60.17404056789305,1
Warehouse management system WMS,Materials requirements planning logistics and supply chain software,Sales and merchandising,1,Workforce digital skills,363,1031,1971,1875,1861,2322,3953,1410,0.2384,0.11283421945948446,233.35479729951675,1
Waterfall Software Development,Software and web development,High-tech,1,Software/product dev & data skills,863,2762,4747,4262,2214,3982,4725,1744,-0.0656968559361802,-0.033406422500221744,66.15256358807507,1
Watershed modeling system WMS software,Analytical or scientific software,Business and management,1,Workforce digital skills,36,102,188,167,165,246,397,171,0.47305389221556887,0.21369431580425924,179.3691040390779,1
Web Design,Software and web development,High-tech,1,Design & marketing skills,1911,5224,14134,4155,2655,3244,3179,1096,-0.21925391095066185,-0.11640162457746783,89.36208922164201,1
Web Development,Software and web development,High-tech,1,Software/product dev & data skills,3062,5496,8037,7682,5632,5681,5530,1972,-0.26047904191616766,-0.14004595583029422,52.1263716524428,1
Web servers,Operating system software,High-tech,1,Software/product dev & data skills,263,825,1417,1098,531,668,772,229,-0.39162112932604737,-0.22001354455737332,22.34673001978282,1
WebCT,Computer based training software,General office,1,Workforce digital skills,5,99,89,121,143,239,407,192,0.9752066115702479,0.4054204394309371,149.82120735480248,1
WhatsApp,Instant messaging software,Communication and interaction,1,Workforce digital skills,21,32,108,147,304,396,1904,801,1.6938775510204083,0.6413036132965795,203.51177567275377,1
Wide area network WAN software,WAN switching software and firmware,High-tech,1,Cybersecurity & system infrastructure skills,46,124,221,304,137,328,277,95,0.07894736842105263,0.03872391347318693,29.965494589605346,1
Windows servers,Operating system software,High-tech,1,Cybersecurity & system infrastructure skills,218,611,1526,1499,848,1329,1617,573,-0.1134089392928619,-0.058410354396811526,36.740449398863134,1
Wireshark,Network monitoring software,High-tech,1,Cybersecurity & system infrastructure skills,114,400,789,757,457,460,515,186,-0.39233817701453105,-0.22047333401257596,31.05146788389235,1
Word processing software,Word processing software,General office,1,Workforce digital skills,2800,3896,6930,6385,3912,5196,5805,2567,-0.18621769772905247,-0.09790116823546025,138.06534319955932,1
WordPerfect,Word processing software,General office,1,Workforce digital skills,37,85,252,247,163,276,227,97,0.11740890688259109,0.05707563914915337,169.4439922162459,1
WordPress,Web page creation and editing software,Business and management,1,Design & marketing skills,1005,2697,6920,7433,5582,7071,8624,3421,-0.048701735503834255,-0.024654797266031703,104.78867430687309,1
Work order software,Data base user interface and query software,Trades,1,Workforce digital skills,1,15,30,28,74,131,463,230,3.6785714285714284,1.1630005613895316,249.39658092383206,1
Workflow software,Content workflow software,High-tech,1,Design & marketing skills,11,52,111,103,60,145,148,43,0.4077669902912621,0.18649356942684792,135.358448016503,1
Workforce management software,Human resources software,General office,1,Workforce digital skills,65,111,228,119,47,124,137,55,0.04201680672268908,0.020792244642703572,140.92650833893913,1
Wrike,Project management software,Business and management,1,Design & marketing skills,15,50,165,235,174,327,429,175,0.39148936170212767,0.17961407320450684,111.77092399482963,1
XHTML (Extensible HyperText Markup Language),Web platform development software,High-tech,1,Software/product dev & data skills,195,369,544,412,161,150,175,67,-0.6359223300970874,-0.39661150996815275,32.43857566281171,1
XML,Enterprise application integration software,High-tech,1,Software/product dev & data skills,3125,7168,11622,10014,4446,8976,8754,1033,-0.10365488316357101,-0.05324495415317221,123.9903970288507,1
XPATH (XML Path Language),Development environment software,High-tech,1,Software/product dev & data skills,120,225,400,298,84,103,121,67,-0.6543624161073825,-0.41209049685124377,18.316966461827104,1
XSL (Extensible stylesheet language),Enterprise application integration software,High-tech,1,Software/product dev & data skills,281,519,677,589,249,278,273,110,-0.5280135823429541,-0.3129873235106605,10.784622466628205,1
XSLT  (Extensible stylesheet language transformations),Web platform development software,High-tech,1,Software/product dev & data skills,348,773,1226,959,416,431,474,177,-0.5505735140771637,-0.32960721519184266,23.786324259184493,1
Yardi,Data base user interface and query software,General office,1,Workforce digital skills,487,1320,2924,3041,2436,3136,4206,1826,0.031239723775073988,0.015499740903499148,143.2062869437394,1
Zabbix,Network monitoring software,High-tech,1,Software/product dev & data skills,45,231,453,413,301,618,394,128,0.4963680387409201,0.2232612307847086,25.015879531367258,1
desktop publishing,Desktop publishing software,General office,1,Design & marketing skills,1150,1373,2071,1926,1369,1827,2267,985,-0.0514018691588785,-0.026039974721179027,132.03002617746608,1
eQuest,Human resources software,Sales and merchandising,1,Industrial modelling & geospatial software skills,2,49,252,484,2974,1115,1947,461,1.3037190082644627,0.5178007142785455,238.40619902701263,1
eXe,Web page creation and editing software,Business and management,1,Workforce digital skills,33,80,235,160,201,255,328,175,0.59375,0.2624381172952597,208.69806597666914,1
image processing,Graphics or photo imaging software,High-tech,1,Design & marketing skills,177,507,1140,1088,459,584,635,229,-0.4632352941176471,-0.26735772311287354,62.81245188647316,1
jQuery,Object or component oriented development software,High-tech,1,Software/product dev & data skills,2592,5966,8824,7579,3333,3364,2517,729,-0.5561419712363108,-0.3337732902654764,23.968347419382425,1
